연번,업종명,인허가일자,업소명,소재지,소재지(지번),영업자시작일,업태명,급수시설,영업상태,데이터기준일
1539,일반음식점,2009-02-02,교동면옥 거제점,"경상남도 거제시 계룡로 60 (상동동,(1층))",경상남도 거제시 상동동 476-17 (1층) ,2018-01-03,분식,지하수전용,운영중,2021-03-04
1540,일반음식점,2009-02-11,선우경국밥,"경상남도 거제시 장평4로 64 (장평동,(1층))",경상남도 거제시 장평동 138-3 (1층) ,2013-10-18,한식,상수도전용,운영중,2021-03-04
1541,일반음식점,2009-02-16,맛자랑왕족발보쌈,"경상남도 거제시 능포로2길 22 (능포동,(1층))",경상남도 거제시 능포동 729-5 (1층) ,2009-02-16,식육(숯불구이),상수도전용,운영중,2021-03-04
1542,일반음식점,2009-02-17,동남식당,"경상남도 거제시 고현로4길 45 (고현동,(1층))",경상남도 거제시 고현동 159-60 (1층) ,2020-04-06,한식,상수도전용,운영중,2021-03-04
1543,일반음식점,2009-02-24,대구반야월막창 지세포점,경상남도 거제시 일운면 지세포해안로 98,경상남도 거제시 일운면 지세포리 931-7 ,2017-06-19,한식,상수도전용,운영중,2021-03-04
1544,일반음식점,2009-03-04,김밥마을,경상남도 거제시 거제면 읍내로 68 ((1층)),경상남도 거제시 거제면 남동리 106-1 (1층) ,2016-07-06,김밥(도시락),상수도전용,운영중,2021-03-04
1545,일반음식점,2009-03-05,토끼풀,경상남도 거제시 거제중앙로15길 5 (고현동),경상남도 거제시 고현동 154-1 ,2019-12-19,정종/대포집/소주방,상수도전용,운영중,2021-03-04
1546,일반음식점,2009-03-06,거제컨벤션웨딩뷔페,"경상남도 거제시 장평로 65, 3~4층 (장평동)",경상남도 거제시 장평동 228-2 외2필지(3~4층) ,2009-03-06,뷔페식,상수도전용,운영중,2021-03-04
1547,일반음식점,2009-03-09,대영막썰어,경상남도 거제시 일운면 지세포로 120 ((1층)),경상남도 거제시 일운면 지세포리 775-4 (1층) ,2013-10-18,횟집,상수도전용,운영중,2021-03-04
1548,일반음식점,2009-03-09,거제삼성식당,경상남도 거제시 사등면 거제대로 5731 ((1층)),경상남도 거제시 사등면 성포리 389 (1층) ,2018-10-15,한식,지하수전용,운영중,2021-03-04
1549,일반음식점,2009-03-12,거제리베라호텔 라움,경상남도 거제시 일운면 거제대로 2190 (씨팰리스호텔내(지하2층)),경상남도 거제시 일운면 와현리 622 씨팰리스호텔내(지하2층) ,2014-12-30,분식,지하수전용,운영중,2021-03-04
1550,일반음식점,2009-03-12,거제리베라호텔 자크르,경상남도 거제시 일운면 거제대로 2190 (씨팰리스호텔내(지하2층)),경상남도 거제시 일운면 와현리 622 씨팰리스호텔내(지하2층) ,2014-12-30,까페,지하수전용,운영중,2021-03-04
1551,일반음식점,2009-03-12,거제리베라호텔 스웰,경상남도 거제시 일운면 거제대로 2190 (씨팰리스호텔내(1층)),경상남도 거제시 일운면 와현리 622 씨팰리스호텔내(1층) ,2014-12-30,한식,지하수전용,운영중,2021-03-04
1552,일반음식점,2009-03-12,거제리베라호텔 사우스모닝,경상남도 거제시 일운면 거제대로 2190 (씨팰리스호텔내(2층)),경상남도 거제시 일운면 와현리 622 씨팰리스호텔내(2층) ,2014-12-30,경양식,지하수전용,운영중,2021-03-04
1553,일반음식점,2009-03-12,거제리베라호텔 오션테라스,경상남도 거제시 일운면 거제대로 2190 (씨팰리스호텔내(3층)),경상남도 거제시 일운면 와현리 622 씨팰리스호텔내(3층) ,2014-12-30,경양식,지하수전용,운영중,2021-03-04
1554,일반음식점,2009-03-17,양푼이생고기김치찌개,"경상남도 거제시 장평1로3길 18 (장평동,(1층))",경상남도 거제시 장평동 1195-53 (1층) ,2020-06-16,한식,상수도전용,운영중,2021-03-04
1555,일반음식점,2009-03-20,틈새 칼국수,"경상남도 거제시 장승포로 20-1 (장승포동, 1층)",경상남도 거제시 장승포동 696-7 1층 ,2010-06-23,분식,상수도전용,운영중,2021-03-04
1556,일반음식점,2009-03-23,가마솥감자탕,경상남도 거제시 일운면 지세포6길 13 ((1층)),경상남도 거제시 일운면 지세포리 789-2 (1층) ,2020-03-03,한식,상수도전용,운영중,2021-03-04
1557,일반음식점,2009-03-24,왔다생고기(고현점),"경상남도 거제시 거제중앙로25길 14 (고현동,(1층))",경상남도 거제시 고현동 961-97 (1층) ,2019-07-31,식육(숯불구이),상수도전용,운영중,2021-03-04
1558,일반음식점,2009-04-01,마돈나,"경상남도 거제시 옥포대첩로9길 5 (옥포동,(1층))",경상남도 거제시 옥포동 532-16 (1층) ,2013-09-06,까페,상수도전용,운영중,2021-03-04
1559,일반음식점,2009-04-02,봉실,"경상남도 거제시 거제중앙로31길 24-2, 1층 (고현동)",경상남도 거제시 고현동 967-12 ,2018-11-07,한식,상수도전용,운영중,2021-03-04
1560,일반음식점,2009-04-09,사계절왕갈비탕.밀면,"경상남도 거제시 중곡1로 90, 1층 (고현동)",경상남도 거제시 고현동 987-17 ,2014-06-26,한식,상수도전용,운영중,2021-03-04
1561,일반음식점,2009-04-10,진뼈감자탕,"경상남도 거제시 장평2로2길 24 (장평동,(1층))",경상남도 거제시 장평동 131-5 (1층) ,2011-05-23,한식,상수도전용,운영중,2021-03-04
1562,일반음식점,2009-04-10,동주식당,"경상남도 거제시 장승포로 49, 135호 (장승포동,신부월드)",경상남도 거제시 장승포동 283-99 신부월드 135호,2009-04-10,한식,상수도전용,운영중,2021-03-04
1563,일반음식점,2009-04-15,유가옥,"경상남도 거제시 장평로 12 (장평동,외1필지 대성산업(주)디큐브백화점6층 (18,18-1,18-2,17)호)","경상남도 거제시 장평동 1211 외1필지 대성산업(주)디큐브백화점6층 (18,18-1,18-2,17)호 ",2019-10-25,탕류(보신용),상수도전용,운영중,2021-03-04
1564,일반음식점,2009-04-20,한잔비어,경상남도 거제시 중곡2로6길 26 (고현동),경상남도 거제시 고현동 1013-8 ,2020-01-09,호프/통닭,상수도전용,운영중,2021-03-04
1565,일반음식점,2009-04-22,스카이커피&호프,"경상남도 거제시 중곡로 11 (고현동,(2층))",경상남도 거제시 고현동 1015-4 (2층) ,2009-11-18,호프/통닭,상수도전용,운영중,2021-03-04
1566,일반음식점,2009-04-23,김밥친구(옥포점),"경상남도 거제시 옥포로 216 (옥포동,(1층))",경상남도 거제시 옥포동 530-20 (1층) ,2009-04-23,김밥(도시락),상수도전용,운영중,2021-03-04
1567,일반음식점,2009-04-28,아네모네,"경상남도 거제시 옥포대첩로2길 48-1 (옥포동,(1층))",경상남도 거제시 옥포동 550-21 (1층) ,2010-09-02,까페,상수도전용,운영중,2021-03-04
1568,일반음식점,2009-04-29,유경식당,경상남도 거제시 일운면 와현로 231 ((1층)),경상남도 거제시 일운면 와현리 195-1 (1층) ,2012-05-15,한식,상수도전용,운영중,2021-03-04
1569,일반음식점,2009-04-29,돌솥삼계탕,"경상남도 거제시 신부로 42-16 (장승포동,외3필지 강산빌라 상가 101호)",경상남도 거제시 장승포동 343-2 외3필지 강산빌라 상가 101호 ,2018-10-29,탕류(보신용),상수도전용,운영중,2021-03-04
1570,일반음식점,2009-04-29,소문난찜닭,경상남도 거제시 거제중앙로15길 5 (고현동),경상남도 거제시 고현동 154-1 (1층) ,2010-03-05,통닭(치킨),상수도전용,운영중,2021-03-04
1571,일반음식점,2009-05-11,순천추어탕,"경상남도 거제시 중곡로7길 5, 4호 (고현동,상가)",경상남도 거제시 고현동 988-9 상가 4호,2009-05-11,한식,상수도전용,운영중,2021-03-04
1572,일반음식점,2009-05-15,히토기라쿠(고현중곡점),경상남도 거제시 중곡로3길 31 (고현동),경상남도 거제시 고현동 1009-1 ,2013-03-26,정종/대포집/소주방,상수도전용,운영중,2021-03-04
1573,일반음식점,2009-05-20,신불떡볶이,"경상남도 거제시 장평3로5길 38, 103호 (장평동)",경상남도 거제시 장평동 726-4 103호,2015-06-24,한식,지하수전용,운영중,2021-03-04
1574,일반음식점,2009-05-22,술이술술,"경상남도 거제시 옥포대첩로 45, 002호 (옥포동,건웅데파트(1층))",경상남도 거제시 옥포동 531-22 건웅데파트(1층) 002호,2017-02-06,한식,상수도전용,운영중,2021-03-04
1575,일반음식점,2009-06-03,차이나타운,경상남도 거제시 연초면 한내5길 1 ((1층)),경상남도 거제시 연초면 한내리 558-12 (1층) ,2016-09-29,중국식,상수도전용,운영중,2021-03-04
1576,일반음식점,2009-06-10,구을래,"경상남도 거제시 옥포대첩로4길 16 (옥포동,(1층))",경상남도 거제시 옥포동 540-35 (1층) ,2009-06-10,식육(숯불구이),상수도전용,운영중,2021-03-04
1577,일반음식점,2009-06-11,부전회식당,경상남도 거제시 남부면 저구2길 19 ((1층)),경상남도 거제시 남부면 저구리 90-6 (1층) ,2009-06-11,횟집,상수도전용,운영중,2021-03-04
1578,일반음식점,2009-06-12,저구어촌계식당,경상남도 거제시 남부면 저구해안길 35 ((1층)),경상남도 거제시 남부면 저구리 215 (1층) ,2009-06-12,횟집,상수도전용,운영중,2021-03-04
1579,일반음식점,2009-06-16,해뜨는집,"경상남도 거제시 옥포로6길 40, 1층 (옥포동)",경상남도 거제시 옥포동 1911-1 ,2017-12-28,한식,상수도전용,운영중,2021-03-04
1580,일반음식점,2009-07-02,원조백도거제김밥,경상남도 거제시 일운면 지세포4길 12 ((1층)),경상남도 거제시 일운면 지세포리 938-2 (1층) ,2016-03-29,김밥(도시락),상수도전용,운영중,2021-03-04
1581,일반음식점,2009-07-08,돈&꼼,"경상남도 거제시 장평로4길 29 (장평동,(1층))",경상남도 거제시 장평동 1197-8 (1층) ,2015-06-01,식육(숯불구이),상수도전용,운영중,2021-03-04
1582,일반음식점,2009-07-09,광포밥이랑찌개랑,"경상남도 거제시 장평1로14길 32 (장평동,(1층))",경상남도 거제시 장평동 346-87 (1층) ,2009-07-09,한식,상수도전용,운영중,2021-03-04
1583,일반음식점,2009-07-09,스시와,"경상남도 거제시 수양로 448-15 (수월동,(1층))",경상남도 거제시 수월동 1097-10 (1층) ,2017-07-27,일식,상수도전용,운영중,2021-03-04
1584,일반음식점,2009-07-20,후아닝,경상남도 거제시 수양로 454-21 (수월동),경상남도 거제시 수월동 1043-256 ,2015-07-09,중국식,상수도전용,운영중,2021-03-04
1585,일반음식점,2009-07-21,달동네조개찜,"경상남도 거제시 거제중앙로5길 19 (상동동,(1층))",경상남도 거제시 상동동 474-21 (1층) ,2014-04-16,한식,상수도전용,운영중,2021-03-04
1586,일반음식점,2009-07-22,치킨신드롬 옥포점,"경상남도 거제시 옥포로6길 20 (옥포동,(2층))",경상남도 거제시 옥포동 1944 (2층) ,2020-09-28,호프/통닭,상수도전용,운영중,2021-03-04
1587,일반음식점,2009-07-24,봉구비어 중곡점,"경상남도 거제시 중곡로3길 10 (고현동,(1층))",경상남도 거제시 고현동 997-13 (1층) ,2013-10-15,호프/통닭,상수도전용,운영중,2021-03-04
1588,일반음식점,2009-07-28,디앤지,"경상남도 거제시 옥포성안로4길 28 (옥포동,두련빌 2층201호)",경상남도 거제시 옥포동 1912-5 두련빌 2층201호 ,2020-01-02,기타,상수도전용,운영중,2021-03-04
1589,일반음식점,2009-07-29,7번가해물탕,경상남도 거제시 일운면 구조라로 50-2 ((1층)),경상남도 거제시 일운면 구조라리 96-2 (1층) ,2011-10-21,한식,상수도전용,운영중,2021-03-04
1590,일반음식점,2009-07-30,본도시락(거제고현점),"경상남도 거제시 거제중앙로 1911-1, 105호 (고현동,정원빌딩)",경상남도 거제시 고현동 961-111 정원빌딩 105호,2016-11-18,김밥(도시락),상수도전용,운영중,2021-03-04
1591,일반음식점,2009-07-30,엉터리분식,"경상남도 거제시 고현로8길 14 (고현동,(1층))",경상남도 거제시 고현동 103-1 (1층) ,2010-08-19,분식,상수도(음용)지하수(주방용)겸용,운영중,2021-03-04
1592,일반음식점,2009-08-04,밤도깨비,"경상남도 거제시 중곡로3길 10 (고현동,(1층))",경상남도 거제시 고현동 997-13 (1층) ,2019-09-02,경양식,상수도전용,운영중,2021-03-04
1593,일반음식점,2009-08-05,석산정,"경상남도 거제시 수양로 436 (수월동,(1층))",경상남도 거제시 수월동 1152-1 (1층) ,2009-08-05,식육(숯불구이),상수도전용,운영중,2021-03-04
1594,일반음식점,2009-08-06,백두산샤브샤브,경상남도 거제시 고현천로 24 (고현동),경상남도 거제시 고현동 961-183 ,2017-06-15,식육(숯불구이),상수도전용,운영중,2021-03-04
1595,일반음식점,2009-08-10,너랑나랑,경상남도 거제시 일운면 지세포해안로 90-11,경상남도 거제시 일운면 지세포리 931-53 ,2020-06-15,호프/통닭,상수도전용,운영중,2021-03-04
1596,일반음식점,2009-08-21,맛있는밥상,경상남도 거제시 수양로 495 (양정동),경상남도 거제시 양정동 930-12 ,2009-08-21,한식,상수도전용,운영중,2021-03-04
1597,일반음식점,2009-08-26,인앤빈,"경상남도 거제시 고현로11길 24 (고현동,(4층))",경상남도 거제시 고현동 961-55 (4층) ,2009-08-26,까페,상수도전용,운영중,2021-03-04
1598,일반음식점,2009-08-31,장모님치킨 중곡점,"경상남도 거제시 중곡로1길 22-3, 1층 (고현동)",경상남도 거제시 고현동 1012-4 ,2020-12-15,호프/통닭,상수도전용,운영중,2021-03-04
1599,일반음식점,2009-09-11,영심이네,경상남도 거제시 동부면 거제남서로 3092-1,경상남도 거제시 동부면 산양리 882-12 (1층) ,2016-05-23,한식,상수도전용,운영중,2021-03-04
1600,일반음식점,2009-09-14,싱싱오징어바다,"경상남도 거제시 거제중앙로 1912-7 (고현동,(1층))",경상남도 거제시 고현동 961-208 (1층) ,2013-07-10,횟집,상수도전용,운영중,2021-03-04
1601,일반음식점,2009-09-15,어깨동무회맛집,"경상남도 거제시 남부면 대포길 14, 1층",경상남도 거제시 남부면 저구리 602-6 ,2019-11-13,횟집,상수도전용,운영중,2021-03-04
1602,일반음식점,2009-09-15,게스후?(GUESS WHO?),"경상남도 거제시 옥포대첩로2길 36-1 (옥포동, (1층))",경상남도 거제시 옥포동 546-20 ,2017-03-20,호프/통닭,상수도전용,운영중,2021-03-04
1603,일반음식점,2009-09-15,굽자나(아주점),"경상남도 거제시 거제대로 3563 (아주동,한솔빌딩(1층))",경상남도 거제시 아주동 751-5 한솔빌딩(1층) ,2018-09-18,호프/통닭,상수도전용,운영중,2021-03-04
1604,일반음식점,2009-09-21,서울복집,경상남도 거제시 거제중앙로13길 30 (고현동),경상남도 거제시 고현동 721-30 ,2010-02-09,복어취급,상수도전용,운영중,2021-03-04
1605,일반음식점,2009-09-24,정가네김밥,"경상남도 거제시 장평1로9길 30-1 (장평동,(1층))",경상남도 거제시 장평동 368-14 (1층) ,2020-07-22,김밥(도시락),상수도전용,운영중,2021-03-04
1606,일반음식점,2009-09-28,돈(DON),"경상남도 거제시 능포로2길 35, 102호 (능포동,(2층))",경상남도 거제시 능포동 674 (2층) 102호,2015-10-21,호프/통닭,상수도전용,운영중,2021-03-04
1607,일반음식점,2009-09-30,명동칼국수,"경상남도 거제시 능포로 134-2 (능포동,(1층 103,105,106호))","경상남도 거제시 능포동 680-7 (1층 103,105,106호) ",2009-09-30,분식,상수도전용,운영중,2021-03-04
1608,일반음식점,2009-10-01,거제도신대구탕,"경상남도 거제시 장승포로 28 (장승포동,(1층))",경상남도 거제시 장승포동 696-6 (1층) ,2020-08-07,한식,상수도전용,운영중,2021-03-04
1609,일반음식점,2009-10-01,머니,"경상남도 거제시 중곡로5길 14, 103호 (고현동,(1층))",경상남도 거제시 고현동 988-16 (1층) 103호,2019-06-20,호프/통닭,상수도전용,운영중,2021-03-04
1610,일반음식점,2009-10-08,두찜 아주점,"경상남도 거제시 아주4길 14, 1층 (아주동)",경상남도 거제시 아주동 456-1 ,2019-04-02,식육(숯불구이),상수도전용,운영중,2021-03-04
1611,일반음식점,2009-10-14,피자마루,"경상남도 거제시 중곡로 35 (고현동,(1층))",경상남도 거제시 고현동 988-32 (1층) ,2009-10-14,패스트푸드,상수도전용,운영중,2021-03-04
1612,일반음식점,2009-10-16,장평통통오징어,"경상남도 거제시 장평로4길 16, 1층 101(일부)호 (장평동)",경상남도 거제시 장평동 1195-6 101일부호,2016-10-07,횟집,상수도전용,운영중,2021-03-04
1613,일반음식점,2009-10-21,향림횟집,경상남도 거제시 사등면 가조서로 122 ((1층)),경상남도 거제시 사등면 창호리 2657-14 (1층) ,2014-12-11,횟집,상수도전용,운영중,2021-03-04
1614,일반음식점,2009-10-22,한내맛집,경상남도 거제시 연초면 연하해안로 816 (외 2필지 (1층)),경상남도 거제시 연초면 한내리 566-2 외 2필지 (1층) ,2019-05-03,한식,상수도전용,운영중,2021-03-04
1615,일반음식점,2009-10-26,돈거동락,"경상남도 거제시 거제중앙로3길 22-11, 103호 (상동동,청운아트빌)",경상남도 거제시 상동동 476-3 청운아트빌 103호,2009-10-26,식육(숯불구이),상수도전용,운영중,2021-03-04
1616,일반음식점,2009-10-27,명품쌈밥,"경상남도 거제시 수양로 484, 103호 (양정동)",경상남도 거제시 양정동 960-3 103호,2010-03-11,식육(숯불구이),상수도전용,운영중,2021-03-04
1617,일반음식점,2009-10-29,바우네나주곰탕 고현점,"경상남도 거제시 거제중앙로15길 42 (고현동,(1층))",경상남도 거제시 고현동 603 (1층) ,2019-02-13,한식,상수도전용,운영중,2021-03-04
1618,일반음식점,2009-10-30,연초옛날생아구찜,"경상남도 거제시 연초면 거제북로 45, 101호 ((1층))",경상남도 거제시 연초면 죽토리 1101-12 (1층) 101호,2019-04-12,한식,상수도전용,운영중,2021-03-04
1619,일반음식점,2009-11-05,스푼스 올데이 브런치,"경상남도 거제시 옥포성안로 29-1 (옥포동,보광센츄어리 상가 101호)",경상남도 거제시 옥포동 553-4 보광센츄어리 상가 101호 ,2015-01-26,경양식,상수도전용,운영중,2021-03-04
1620,일반음식점,2009-11-05,청포복국,"경상남도 거제시 옥포로6길 19 (옥포동,(1층))",경상남도 거제시 옥포동 153-2 (1층) ,2017-06-27,복어취급,상수도전용,운영중,2021-03-04
1621,일반음식점,2009-11-06,백년손님,"경상남도 거제시 중곡로1길 26-1, 1층 (고현동)",경상남도 거제시 고현동 1011-9 ,2012-01-12,한식,상수도전용,운영중,2021-03-04
1622,일반음식점,2009-11-06,비비큐(BBQ)올리브치킨카페 거제수양점,"경상남도 거제시 수양로 432 (수월동,(1층))",경상남도 거제시 수월동 1150-1 (1층) ,2009-11-06,호프/통닭,상수도전용,운영중,2021-03-04
1623,일반음식점,2009-11-09,문어본가,"경상남도 거제시 고현로11길 12, 1층 (고현동)",경상남도 거제시 고현동 961-190 ,2013-04-02,한식,상수도전용,운영중,2021-03-04
1624,일반음식점,2009-11-09,1943(일구사삼) 거제점,"경상남도 거제시 고현로11길 18 (고현동,회원프라자(2층) 201, 202, 205호)","경상남도 거제시 고현동 961-59 회원프라자(2층) 201, 202, 205호 ",2020-06-10,일식,상수도전용,운영중,2021-03-04
1625,일반음식점,2009-11-09,나들목횟집,"경상남도 거제시 중곡2로4길 13, 1층 (고현동)",경상남도 거제시 고현동 1002-3 ,2013-09-02,횟집,상수도전용,운영중,2021-03-04
1626,일반음식점,2009-11-11,대원군숯불갈비,"경상남도 거제시 거제중앙로31길 32-1 (고현동,(1층))",경상남도 거제시 고현동 967-2 (1층) ,2013-07-05,식육(숯불구이),상수도전용,운영중,2021-03-04
1627,일반음식점,2009-11-13,최고의궁떡치킨,"경상남도 거제시 장평2로 36, 104호 (장평동,장평주공임대아파트 상가동)",경상남도 거제시 장평동 144 장평주공임대아파트 상가동 104호,2009-11-13,통닭(치킨),상수도전용,운영중,2021-03-04
1628,일반음식점,2009-11-20,장미맨숀 거제고현점,"경상남도 거제시 거제중앙로24길 7 (고현동,(1층))",경상남도 거제시 고현동 961-89 (1층) ,2020-07-08,정종/대포집/소주방,상수도전용,운영중,2021-03-04
1629,일반음식점,2009-11-23,장우정,"경상남도 거제시 거제중앙로 1775-1 (상동동,(1층))",경상남도 거제시 상동동 438-14 (1층) ,2009-11-23,한식,상수도전용,운영중,2021-03-04
1630,일반음식점,2009-11-23,민서현카페(Cafe),"경상남도 거제시 수양로 448-28, 상가2동 102호 (수월동, 거제자이)",경상남도 거제시 수월동 1092 ,2016-01-28,정종/대포집/소주방,상수도전용,운영중,2021-03-04
1631,일반음식점,2009-11-27,금강횟집,"경상남도 거제시 옥포로 194 (옥포동,(1층))",경상남도 거제시 옥포동 540-18 (1층) ,2018-12-14,횟집,상수도전용,운영중,2021-03-04
1632,일반음식점,2009-11-27,호박골,"경상남도 거제시 옥포대첩로2길 40 (옥포동,(1층))",경상남도 거제시 옥포동 546-22 (1층) ,2017-01-25,한식,상수도전용,운영중,2021-03-04
1633,일반음식점,2009-11-27,청마루대구뽈찜 아주옥포점,"경상남도 거제시 용소7길 13 (아주동,(1층))",경상남도 거제시 아주동 885-1 (1층) ,2020-06-25,한식,상수도전용,운영중,2021-03-04
1634,일반음식점,2009-12-03,토모노야레스토랑,경상남도 거제시 동부면 거제중앙로 42 ((1층)),경상남도 거제시 동부면 학동리 495-2 (1층) ,2020-08-04,경양식,지하수전용,운영중,2021-03-04
1635,일반음식점,2009-12-07,엠바(M BAR),"경상남도 거제시 장평1로3길 13 (장평동,외1필지(2층))",경상남도 거제시 장평동 1195-33 외1필지(2층) ,2019-08-16,정종/대포집/소주방,상수도전용,운영중,2021-03-04
1636,일반음식점,2009-12-10,고집불통밥상&화로구이 거제수월점,"경상남도 거제시 수양로 434, 102호 (수월동,외 3필지(1층))",경상남도 거제시 수월동 1151-1 외 3필지(1층) 102호,2016-12-22,식육(숯불구이),상수도전용,운영중,2021-03-04
1637,일반음식점,2009-12-14,코인,"경상남도 거제시 연초면 거제북로 40-1, 3층",경상남도 거제시 연초면 죽토리 1104-15 (3층) ,2019-06-10,호프/통닭,지하수전용,운영중,2021-03-04
1638,일반음식점,2009-12-15,고가네포장마차,"경상남도 거제시 거제중앙로3길 14-2, 104호 (상동동)",경상남도 거제시 상동동 474-10 ,2016-11-22,정종/대포집/소주방,상수도전용,운영중,2021-03-04
1639,일반음식점,2009-12-16,대복막썰이,경상남도 거제시 일운면 지세포6길 10,경상남도 거제시 일운면 지세포리 879-5 ,2009-12-16,횟집,상수도전용,운영중,2021-03-04
1640,일반음식점,2009-12-24,지코바숯불양념치킨(중곡점),"경상남도 거제시 중곡로2길 68 (고현동,(1층))",경상남도 거제시 고현동 1069-24 (1층) ,2012-06-08,통닭(치킨),상수도전용,운영중,2021-03-04
1641,일반음식점,2009-12-28,돈닭발구이,"경상남도 거제시 장평3로 30, 1층 (장평동)",경상남도 거제시 장평동 305-4 ,2012-02-16,통닭(치킨),상수도전용,운영중,2021-03-04
1642,일반음식점,2009-12-28,영이네맛집,"경상남도 거제시 옥포로24길 19, 1층 (옥포동)",경상남도 거제시 옥포동 512-15 ,2019-11-05,한식,상수도전용,운영중,2021-03-04
1643,일반음식점,2009-12-30,스피드그집,"경상남도 거제시 거제대로 3577 (아주동,(2층))",경상남도 거제시 아주동 912-2 (2층) ,2009-12-30,한식,상수도전용,운영중,2021-03-04
1644,일반음식점,2009-12-31,보경식당,경상남도 거제시 연초면 연하해안로 780 (외1필지),경상남도 거제시 연초면 한내리 191 외1필지 ,2009-12-31,한식,상수도전용,운영중,2021-03-04
1645,일반음식점,2010-01-04,실내포차,"경상남도 거제시 장승로 45 (장승포동,(1층))",경상남도 거제시 장승포동 600-4 (1층) ,2020-08-10,호프/통닭,상수도전용,운영중,2021-03-04
1646,일반음식점,2010-01-07,야소식당,"경상남도 거제시 마전1길 30 (장승포동,옥림아파트 상가(1층))",경상남도 거제시 장승포동 649-18 옥림아파트 상가(1층) ,2012-05-29,한식,상수도전용,운영중,2021-03-04
1647,일반음식점,2010-01-20,대박난실비식당,경상남도 거제시 사등면 거제남서로 5311 ((2층)),경상남도 거제시 사등면 덕호리 107-33 (2층) ,2017-05-29,한식,상수도전용,운영중,2021-03-04
1648,일반음식점,2010-01-20,샴록카페,"경상남도 거제시 옥포대첩로2길 26-1 (옥포동,(1층))",경상남도 거제시 옥포동 546-8 (1층) ,2013-11-20,까페,상수도전용,운영중,2021-03-04
1649,일반음식점,2010-01-21,맑음식탁,경상남도 거제시 중곡로1길 26-1 (고현동),경상남도 거제시 고현동 1011-9 ,2020-12-18,한식,상수도전용,운영중,2021-03-04
1650,일반음식점,2010-02-05,통뼈감자탕&옥가네밀면,경상남도 거제시 수양로 463 (수월동),경상남도 거제시 수월동 1124-8 ,2017-01-25,한식,상수도전용,운영중,2021-03-04
1651,일반음식점,2010-02-10,일송정,경상남도 거제시 옥포성안로 67 (옥포동),경상남도 거제시 옥포동 542-7 ,2017-07-17,한식,상수도전용,운영중,2021-03-04
1652,일반음식점,2010-02-10,브런치 카페,"경상남도 거제시 옥포중앙로 54-1, 1층 (옥포동)",경상남도 거제시 옥포동 512-3 ,2019-12-12,경양식,상수도전용,운영중,2021-03-04
1653,일반음식점,2010-02-11,어부회식당,경상남도 거제시 동부면 학동6길 20 ((1층)),경상남도 거제시 동부면 학동리 296 (1층) ,2014-05-19,횟집,상수도전용,운영중,2021-03-04
1654,일반음식점,2010-02-11,삼겹파티(장승포점),"경상남도 거제시 장승포로 2 (장승포동, 1층)",경상남도 거제시 장승포동 692-1 ,2013-08-12,식육(숯불구이),상수도전용,운영중,2021-03-04
1655,일반음식점,2010-02-18,신(新)신(辛)쭈꾸미,"경상남도 거제시 거제중앙로31길 14-1, 1층 (고현동)",경상남도 거제시 고현동 958-16 ,2012-02-21,한식,상수도전용,운영중,2021-03-04
1656,일반음식점,2010-02-24,한성갈비,"경상남도 거제시 고현로4길 23, 1층 (고현동)",경상남도 거제시 고현동 691 ,2020-12-11,한식,상수도전용,운영중,2021-03-04
1657,일반음식점,2010-03-04,의성식당,경상남도 거제시 옥포로19길 6 (옥포동),경상남도 거제시 옥포동 525-14 ,2010-03-04,한식,상수도전용,운영중,2021-03-04
1658,일반음식점,2010-03-04,피자쿠치나 수월점,"경상남도 거제시 수양로 434 (수월동,외 3필지)",경상남도 거제시 수월동 1151-1 외 3필지 ,2020-12-17,경양식,상수도전용,운영중,2021-03-04
1659,일반음식점,2010-03-04,둥지레스토랑,경상남도 거제시 마전4길 27 (장승포동),경상남도 거제시 장승포동 538 ,2010-03-04,경양식,상수도전용,운영중,2021-03-04
1660,일반음식점,2010-03-05,퇴근길친구들,"경상남도 거제시 옥포중앙로 98 (옥포동,미진아파트상가 1층 3호)",경상남도 거제시 옥포동 509-6 미진아파트상가 1층 3호 ,2014-09-29,호프/통닭,상수도전용,운영중,2021-03-04
1661,일반음식점,2010-03-15,한울수산식당,경상남도 거제시 남부면 다대5길 9 ((1층)),경상남도 거제시 남부면 다대리 422-1 (1층) ,2017-01-06,횟집,상수도전용,운영중,2021-03-04
1662,일반음식점,2010-03-23,청정해,"경상남도 거제시 장평4로 52 (장평동,(1층))",경상남도 거제시 장평동 136 (1층) ,2010-03-23,한식,상수도전용,운영중,2021-03-04
1663,일반음식점,2010-03-26,통큰돼지,경상남도 거제시 사등면 두동로 54-5,경상남도 거제시 사등면 사곡리 833-8 ,2019-09-17,식육(숯불구이),상수도전용,운영중,2021-03-04
1664,일반음식점,2010-03-29,한솥도시락(거제고현중곡점),"경상남도 거제시 중곡로 43 (고현동,(1층))",경상남도 거제시 고현동 988-10 (1층) ,2011-10-28,김밥(도시락),상수도전용,운영중,2021-03-04
1665,일반음식점,2010-04-01,해조횟집,"경상남도 거제시 거제중앙로29길 30 (고현동,(1층))",경상남도 거제시 고현동 968-7 (1층) ,2010-04-01,횟집,상수도전용,운영중,2021-03-04
1666,일반음식점,2010-04-06,봉구스밥버거 장평점,"경상남도 거제시 장평로8길 26, 1층 (장평동)",경상남도 거제시 장평동 372-9 ,2018-11-08,분식,상수도전용,운영중,2021-03-04
