연번,업종명,인허가일자,업소명,소재지,소재지(지번),영업자시작일,업태명,급수시설,영업상태,데이터기준일
4753,휴게음식점,2015-05-22,커피마마(옥포점),"경상남도 거제시 옥포로25길 1, B동 1층 101호 (옥포동, 동백연립)",경상남도 거제시 옥포동 1875 동백연립 B동 101호,2015-05-22,커피숍,상수도전용,운영중,2021-03-04
4754,휴게음식점,2015-05-27,이디야커피 거제아주점,"경상남도 거제시 아주1로2길 26-1, 1층 (아주동)",경상남도 거제시 아주동 1689-10 ,2016-07-27,커피숍,상수도전용,운영중,2021-03-04
4755,휴게음식점,2015-06-03,주식회사 지세포관광유람선(지세3호),경상남도 거제시 일운면 지세포해안로 89-19 (지세포유선장),경상남도 거제시 일운면 지세포리 929-90 ,2020-02-14,기타 휴게음식점,상수도전용,운영중,2021-03-04
4756,휴게음식점,2015-06-03,주식회사 지세포관광유람선(지세2호),경상남도 거제시 일운면 지세포해안로 89-19,경상남도 거제시 일운면 지세포리 929-90 ,2020-02-14,기타 휴게음식점,상수도전용,운영중,2021-03-04
4757,휴게음식점,2015-06-04,커피앤프리,"경상남도 거제시 동부면 동부로 269, 1층",경상남도 거제시 동부면 구천리 484 ,2017-06-23,커피숍,상수도전용,운영중,2021-03-04
4758,휴게음식점,2015-06-09,대성오아시스휴게실,"경상남도 거제시 동문천로 45, 3층 (고현동)",경상남도 거제시 고현동 202 ,2020-09-11,기타 휴게음식점,상수도전용,운영중,2021-03-04
4759,휴게음식점,2015-06-10,씨유(거제시티점),"경상남도 거제시 거제중앙로23길 16, 1층 (고현동)",경상남도 거제시 고현동 961-119 (1층) ,2015-06-10,편의점,상수도전용,운영중,2021-03-04
4760,휴게음식점,2015-06-10,리틀채플린,"경상남도 거제시 아주1로2길 54, 4층 (아주동)",경상남도 거제시 아주동 1684-10 ,2017-04-24,키즈카페,상수도전용,운영중,2021-03-04
4761,휴게음식점,2015-06-12,씨유 거제장평도서관점,"경상남도 거제시 장평3로2길 7, 1층 (장평동)",경상남도 거제시 장평동 86-6 ,2015-06-12,편의점,지하수전용,운영중,2021-03-04
4762,휴게음식점,2015-06-22,도토리,"경상남도 거제시 계룡로2길 69-1, 2~3층 (고현동)",경상남도 거제시 고현동 418-22 (2~3층) ,2015-06-22,커피숍,상수도전용,운영중,2021-03-04
4763,휴게음식점,2015-07-09,달송,"경상남도 거제시 상동5길 16-1, 1동 1층 106호 (상동동)",경상남도 거제시 상동동 219-1 ,2015-07-09,커피숍,상수도전용,운영중,2021-03-04
4764,휴게음식점,2015-07-16,커피블라썸,"경상남도 거제시 옥포로26길 23, 1층 (옥포동)",경상남도 거제시 옥포동 505-12 ,2015-07-16,커피숍,상수도전용,운영중,2021-03-04
4765,휴게음식점,2015-07-21,투썸플레이스(거제디큐브점),"경상남도 거제시 장평로 12, 6층 6-001~003, 6-F04~F08, 6-F10~F1호 (장평동, 디큐브백화점)","경상남도 거제시 장평동 1211 6층 6-001~003, 6-F04~F08, 6-F10~F16 ",2015-07-21,커피숍,상수도전용,운영중,2021-03-04
4766,휴게음식점,2015-07-27,씨유(거제고현신유점),"경상남도 거제시 고현천로 110, 1층 (고현동)",경상남도 거제시 고현동 266-1 1층 ,2019-02-14,편의점,상수도전용,운영중,2021-03-04
4767,휴게음식점,2015-07-30,트루바이,"경상남도 거제시 고현로2길 44, 1층 (고현동)",경상남도 거제시 고현동 721-8 1층 ,2020-03-31,커피숍,상수도전용,운영중,2021-03-04
4768,휴게음식점,2015-08-06,유나카페(You Na),"경상남도 거제시 거제중앙로 1861, 1층 (고현동)",경상남도 거제시 고현동 123 ,2019-07-05,커피숍,상수도전용,운영중,2021-03-04
4769,휴게음식점,2015-08-11,이디야커피(거제고현점),"경상남도 거제시 거제중앙로29길 13, 1층 (고현동)",경상남도 거제시 고현동 970-7 1층 ,2015-08-11,커피숍,상수도전용,운영중,2021-03-04
4770,휴게음식점,2015-08-11,엔제리너스(아주점),"경상남도 거제시 아주로 20-1, 1층 (아주동)",경상남도 거제시 아주동 1702-22 (1층) ,2015-08-11,커피숍,상수도전용,운영중,2021-03-04
4771,휴게음식점,2015-08-13,더벤티 고현점,"경상남도 거제시 거제중앙로 1914, 1층 102호 (고현동, 리베라상가빌딩)",경상남도 거제시 고현동 961-60 1층 102호,2019-05-08,커피숍,상수도전용,운영중,2021-03-04
4772,휴게음식점,2015-08-17,볼리에르,"경상남도 거제시 사등면 가조로 1292-20, 1층",경상남도 거제시 사등면 창호리 722 ,2020-02-11,커피숍,상수도전용,운영중,2021-03-04
4773,휴게음식점,2015-08-25,엔오커피(N5COFFEE)장평점,"경상남도 거제시 장평1로1길 6, 2층 (장평동)",경상남도 거제시 장평동 1195-56 (2층) ,2018-01-25,커피숍,상수도전용,운영중,2021-03-04
4774,휴게음식점,2015-09-02,라라토스트&청담아,"경상남도 거제시 거제중앙로 1726, 1층 (상동동, 거제농수산물종합유통센터)",경상남도 거제시 상동동 590-1 ,2019-02-15,일반조리판매,상수도전용,운영중,2021-03-04
4775,휴게음식점,2015-09-07,카페베네(거제축협점),"경상남도 거제시 거제중앙로 1726, 1층 (상동동)",경상남도 거제시 상동동 590-1 1층 ,2015-09-07,커피숍,상수도전용,운영중,2021-03-04
4776,휴게음식점,2015-09-07,커피여행,"경상남도 거제시 중곡로 40, 20동 1층 106호 (고현동, 덕산베스트타운)",경상남도 거제시 고현동 1039 덕산베스트타운(외 3필지) 1층 20동 106호,2015-09-07,커피숍,상수도전용,운영중,2021-03-04
4777,휴게음식점,2015-09-15,롯데리아(상문점),"경상남도 거제시 거제중앙로 1726, 1층 (상동동)",경상남도 거제시 상동동 590-1 (1층) ,2015-09-15,패스트푸드,상수도전용,운영중,2021-03-04
4778,휴게음식점,2015-10-01,요거프레소(거제남문점),"경상남도 거제시 아주1로 21, 1층 101호 (아주동)",경상남도 거제시 아주동 1697-11 101호,2015-10-01,커피숍,상수도전용,운영중,2021-03-04
4779,휴게음식점,2015-10-12,씨유거제오비산단점,"경상남도 거제시 연초면 연하해안로 427, 1층",경상남도 거제시 연초면 오비리 1077-1 ,2015-10-12,편의점,상수도전용,운영중,2021-03-04
4780,휴게음식점,2015-10-16,주커피거제점,"경상남도 거제시 하청면 거제북로 700, 2층",경상남도 거제시 하청면 실전리 880-1 ,2015-10-16,커피숍,상수도전용,운영중,2021-03-04
4781,휴게음식점,2015-10-16,띠아모커피 거제고현점,"경상남도 거제시 거제중앙로16길 1, 1층 (고현동)",경상남도 거제시 고현동 80-2 ,2019-09-04,커피숍,상수도전용,운영중,2021-03-04
4782,휴게음식점,2015-10-22,미니스톱 거제장평주공점,"경상남도 거제시 장평1로 143-1, 상가1동 101~102호 (장평동)",경상남도 거제시 장평동 619-2 ,2015-10-22,편의점,상수도(음용)지하수(주방용)겸용,운영중,2021-03-04
4783,휴게음식점,2015-10-29,워닉커피,"경상남도 거제시 거제면 거제남서로 3960, 2동 1층",경상남도 거제시 거제면 소랑리 7 (1층) 2동 ,2015-10-29,커피숍,상수도전용,운영중,2021-03-04
4784,휴게음식점,2015-10-30,배스킨라빈스,"경상남도 거제시 능포로 129, 1층 (능포동)",경상남도 거제시 능포동 688-1 ,2018-01-11,커피숍,상수도전용,운영중,2021-03-04
4785,휴게음식점,2015-11-02,여울찬,경상남도 거제시 거제중앙로 1860 (고현동),경상남도 거제시 고현동 80-5 ,2021-01-07,일반조리판매,상수도전용,운영중,2021-03-04
4786,휴게음식점,2015-11-03,꼬피아(CCOPIA),"경상남도 거제시 옥포대첩로 10, 1층 (옥포동)",경상남도 거제시 옥포동 537-4 ,2015-11-03,커피숍,상수도전용,운영중,2021-03-04
4787,휴게음식점,2015-11-23,불티나분식,"경상남도 거제시 거제중앙로 1881-3, 1층 (고현동)",경상남도 거제시 고현동 98-21 (1층) ,2015-11-23,일반조리판매,상수도전용,운영중,2021-03-04
4788,휴게음식점,2015-11-30,순대리아,"경상남도 거제시 아주로 70, 1층 (아주동)",경상남도 거제시 아주동 1695-15 ,2015-11-30,일반조리판매,상수도전용,운영중,2021-03-04
4789,휴게음식점,2015-12-01,카페요기예(거제문화예술회관),"경상남도 거제시 장승로 145, 본관동 1층 (장승포동, 거제문화예술회관)",경상남도 거제시 장승포동 426-33 ,2018-07-11,커피숍,상수도전용,운영중,2021-03-04
4790,휴게음식점,2015-12-10,씨유 거제사등덕진점,"경상남도 거제시 사등면 지석2길 47, 상가동 101호 (덕진봄아파트)",경상남도 거제시 사등면 지석리 1224-1 덕진봄아파트 상가동 101호,2015-12-10,편의점,상수도전용,운영중,2021-03-04
4791,휴게음식점,2015-12-14,꽃다비카페,"경상남도 거제시 양정1길 45, 2층 (양정동)",경상남도 거제시 양정동 208-4 2층 ,2020-02-10,커피숍,상수도전용,운영중,2021-03-04
4792,휴게음식점,2015-12-17,마법사찹쌀꽈배기,"경상남도 거제시 거제대로 3447-1, 1층 (아주동)",경상남도 거제시 아주동 448-1 ,2018-01-04,일반조리판매,상수도전용,운영중,2021-03-04
4793,휴게음식점,2016-01-25,세븐일레븐 거제대우서문점,경상남도 거제시 거제대로 3563 (아주동),경상남도 거제시 아주동 751-5 ,2020-04-06,편의점,상수도전용,운영중,2021-03-04
4794,휴게음식점,2016-01-26,파스쿠찌거제수월점,"경상남도 거제시 해명로 24, 1.2층 (수월동)",경상남도 거제시 수월동 1050-1 태경빌딩 ,2016-01-26,커피숍,상수도전용,운영중,2021-03-04
4795,휴게음식점,2016-01-27,엠3PC휴게음식점,"경상남도 거제시 고현로 112, 2층 (고현동, 금호빌딩)",경상남도 거제시 고현동 37-34 금호빌딩 ,2016-01-27,기타 휴게음식점,상수도전용,운영중,2021-03-04
4796,휴게음식점,2016-02-02,봄날,"경상남도 거제시 동부면 거제남서로 3084, 1층",경상남도 거제시 동부면 산양리 396 ,2016-02-02,커피숍,상수도전용,운영중,2021-03-04
4797,휴게음식점,2016-02-11,세븐일레븐 거제서희수월점,경상남도 거제시 고현로 138-37 (고현동),경상남도 거제시 고현동 1 ,2020-04-07,편의점,,운영중,2021-03-04
4798,휴게음식점,2016-02-12,지에스25 장평제니스점,"경상남도 거제시 장평3로3길 3, 1층 (장평동)",경상남도 거제시 장평동 247 ,2020-02-28,편의점,상수도전용,운영중,2021-03-04
4799,휴게음식점,2016-02-15,더벤티 장평점,경상남도 거제시 장평로 33 (장평동),경상남도 거제시 장평동 56-4 ,2016-02-15,커피숍,상수도전용,운영중,2021-03-04
4800,휴게음식점,2016-02-17,미니스톱 거제아주조은점,"경상남도 거제시 아주1로3길 23, 1층 (아주동)",경상남도 거제시 아주동 1699-10 ,2016-02-17,편의점,상수도전용,운영중,2021-03-04
4801,휴게음식점,2016-02-18,Hayden coffee(헤이든 커피),"경상남도 거제시 거제중앙로 1843, 1층 1호 (고현동)",경상남도 거제시 고현동 205-3 ,2016-02-18,커피숍,상수도전용,운영중,2021-03-04
4802,휴게음식점,2016-02-22,언니다방,경상남도 거제시 옥포로5길 10-1 (옥포동),경상남도 거제시 옥포동 554-15 ,2016-02-22,다방,상수도전용,운영중,2021-03-04
4803,휴게음식점,2016-02-22,헤세드공유,"경상남도 거제시 상동3길 15, 403동 2층 201호 (상동동, 힐스테이트 거제)",경상남도 거제시 상동동 1080 힐스테이트 거제 ,2016-02-22,커피숍,상수도전용,운영중,2021-03-04
4804,휴게음식점,2016-02-24,제이롱롱,경상남도 거제시 중곡로5길 8 (고현동),경상남도 거제시 고현동 988-12 ,2016-02-24,기타 휴게음식점,상수도전용,운영중,2021-03-04
4805,휴게음식점,2016-03-03,Gpc방 휴게음식점,"경상남도 거제시 사등면 덕호신촌1길 3, 지하1층",경상남도 거제시 사등면 덕호리 110-62 ,2016-03-03,기타 휴게음식점,상수도전용,운영중,2021-03-04
4806,휴게음식점,2016-03-03,스타덤pc거제본점 휴게음식점,"경상남도 거제시 아주1로 56, 2층 (아주동)",경상남도 거제시 아주동 1686-8 ,2016-03-03,기타 휴게음식점,상수도전용,운영중,2021-03-04
4807,휴게음식점,2016-03-18,세븐일레븐(오수대로점),"경상남도 거제시 거제면 오수선창길 64, 1층",경상남도 거제시 거제면 오수리 376-1 ,2016-03-18,편의점,상수도전용,운영중,2021-03-04
4808,휴게음식점,2016-03-24,빌라플레르,"경상남도 거제시 중곡2로5길 3, 1층 (고현동)",경상남도 거제시 고현동 989-8 ,2019-07-25,커피숍,상수도전용,운영중,2021-03-04
4809,휴게음식점,2016-03-30,블랑블루,"경상남도 거제시 일운면 와현해변길 24, 1층",경상남도 거제시 일운면 와현리 425-31 ,2016-03-30,커피숍,상수도전용,운영중,2021-03-04
4810,휴게음식점,2016-04-15,이디야커피 거제계룡점,경상남도 거제시 계룡로 62 (상동동),경상남도 거제시 상동동 476-19 ,2016-04-15,커피숍,상수도전용,운영중,2021-03-04
4811,휴게음식점,2016-04-18,더삼촌,경상남도 거제시 일운면 지세포1길 27-14,경상남도 거제시 일운면 지세포리 1032-3 ,2016-04-18,커피숍,상수도전용,운영중,2021-03-04
4812,휴게음식점,2016-04-18,세븐일레븐 거제성안점,"경상남도 거제시 옥포로 158, 1층 (옥포동)",경상남도 거제시 옥포동 366-1 ,2020-04-06,편의점,상수도전용,운영중,2021-03-04
4813,휴게음식점,2016-04-26,오천(5000)냥분식,경상남도 거제시 동문천로 35 (고현동),경상남도 거제시 고현동 197-2 ,2020-12-14,기타 휴게음식점,상수도전용,운영중,2021-03-04
4814,휴게음식점,2016-04-27,하늘향,"경상남도 거제시 계룡로7길 24-2, 1층 (고현동)",경상남도 거제시 고현동 505-99 ,2016-04-27,전통찻집,상수도전용,운영중,2021-03-04
4815,휴게음식점,2016-05-03,배스킨라빈스 거제중곡점,경상남도 거제시 중곡로 9 (고현동),경상남도 거제시 고현동 1015-5 ,2016-05-03,아이스크림,상수도전용,운영중,2021-03-04
4816,휴게음식점,2016-05-09,커피아재 Coffee Aze,"경상남도 거제시 거제중앙로 1869, 1층 (고현동, 신현농협하나로마트고현점)",경상남도 거제시 고현동 108-3 ,2016-05-09,기타 휴게음식점,상수도전용,운영중,2021-03-04
4817,휴게음식점,2016-05-10,테마수제돈까스김밥,"경상남도 거제시 고현로4길 39, 1층 (고현동)",경상남도 거제시 고현동 138-2 ,2019-11-20,기타 휴게음식점,상수도전용,운영중,2021-03-04
4818,휴게음식점,2016-05-17,오페뜨 오션플라자점,"경상남도 거제시 옥포로 122, 1층 (옥포동, 대우조선 복합업무지원단지 기술센터)",경상남도 거제시 옥포동 1991-9 대우조선 복합업무지원단지 기술센터 ,2020-04-17,커피숍,상수도전용,운영중,2021-03-04
4819,휴게음식점,2016-05-20,나폴리카페,경상남도 거제시 일운면 와현로 269-1,경상남도 거제시 일운면 와현리 155 ,2016-05-20,커피숍,상수도전용,운영중,2021-03-04
4820,휴게음식점,2016-05-20,쥬씨차얌 거제장평점,"경상남도 거제시 장평로 16-1, 1층 (장평동)",경상남도 거제시 장평동 31-22 ,2018-02-05,커피숍,상수도전용,운영중,2021-03-04
4821,휴게음식점,2016-05-23,수연제,경상남도 거제시 연초면 죽동길 64-2,경상남도 거제시 연초면 죽토리 885-4 ,2016-05-23,기타 휴게음식점,상수도전용,운영중,2021-03-04
