연번,업소명,소재지,위도,경도,지역,지정등급,지정번호,지정일자
491,파리바게트(신평럭키점),부산광역시 사하구 장평로 307(신평동),35.09344275,128.9735594,매우우수,HG200003009,부산광역시 사하구,2020-06-02
492,베스킨라빈스 센텀신세계2호점,"부산광역시 해운대구 센텀남대로 35(지하2층 우동, 신세계백화점센텀시티점)",35.16863843,129.1290824,매우우수,HG200003010,부산광역시 해운대구,2020-06-02
493,이디야커피부산동의과학대점,"부산광역시 부산진구 양지로 54(지상1층 양정동, 동의과학대학교)",35.1658476,129.0722275,매우우수,HG200003100,부산광역시 부산진구,2020-06-03
494,이디야(부산교대점),부산광역시 연제구 교대로 14(거제동),35.19554711,129.078449,매우우수,HG200003135,부산광역시 연제구,2020-06-03
495,파스쿠찌 부산미남역점,부산광역시 동래구 미남로 133(온천동),35.20600236,129.0694062,매우우수,HG200003277,부산광역시 동래구,2020-06-10
496,이디야 명륜역점,부산광역시 동래구 온천장로 11(101호 온천동),35.21331904,129.0788271,매우우수,HG200003310,부산광역시 동래구,2020-06-10
497,파스쿠찌 온천장점,"부산광역시 동래구 온천장로 89(1,2층 온천동)",35.219252,129.0826513,매우우수,HG200003323,부산광역시 동래구,2020-06-10
498,이디야,부산광역시 기장군 기장읍 차성로288번길 50,35.24289476,129.2163393,매우우수,HG200003363,부산광역시 기장군,2020-06-11
499,파리바게뜨 민락동방점,부산광역시 수영구 광남로 203(민락동),35.1588592,129.121242,매우우수,HG200003383,부산광역시 수영구,2020-06-11
500,파리바게뜨 기장대청점,부산광역시 기장군 기장읍 대청로 28,35.23770832,129.2131086,매우우수,HG200003405,부산광역시 기장군,2020-06-15
501,이디야커피,부산광역시 기장군 정관읍 정관로 702(1층 101호),35.32095633,129.1897065,매우우수,HG200003434,부산광역시 기장군,2020-06-15
502,파리바게트 정관 롯데점,부산광역시 기장군 정관읍 정관4로 37(101호),35.32645092,129.1707158,매우우수,HG200003449,부산광역시 기장군,2020-06-15
503,이디야 정관가동점,부산광역시 기장군 정관읍 가동길 32(1층),35.32813813,129.180727,매우우수,HG200003457,부산광역시 기장군,2020-06-15
504,이디야커피부산구포도서관점,"부산광역시 북구 백양대로1016번길 28(나동 1층 100-2호 구포동, 삼정골드빌라)",35.19598081,128.9963718,우수,HG200003465,부산광역시 북구,2020-06-16
505,이디야덕천중앙점,"부산광역시 북구 덕천2길 11(1,2층 덕천동)",35.20909839,129.0058896,우수,HG200003488,부산광역시 북구,2020-06-16
506,이디야구포역점,"부산광역시 북구 구포만세길 115(1층 일부 호 구포동, 효산벨루스)",35.20685549,128.9980863,우수,HG200003512,부산광역시 북구,2020-06-16
507,면식가,"부산광역시 중구 중앙대로 2(지하 1층 중앙동7가, 롯데백화점)",35.09830894,129.0367048,매우우수,HG200003637,부산광역시 중구,2020-06-22
508,떡만드는 앙드레,"부산광역시 중구 중앙대로 2(중앙동7가, 롯데백화점광복점 지하1층)",35.09830894,129.0367048,매우우수,HG200003648,부산광역시 중구,2020-06-22
509,앤티앤스,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 외 110필지 롯데백화점)",35.09830894,129.0367048,매우우수,HG200003661,부산광역시 중구,2020-06-22
510,오설록,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 롯데백화점광복점 지하식품관)",35.09830894,129.0367048,매우우수,HG200003673,부산광역시 중구,2020-06-22
511,반반식당,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 롯데백화점)",35.09830894,129.0367048,매우우수,HG200003783,부산광역시 중구,2020-06-25
512,(주)브라운핸즈 부산광복점,부산광역시 중구 중앙대로 2(롯데백화점광복점 10층 중앙동7가),35.09830894,129.0367048,매우우수,HG200003819,부산광역시 중구,2020-06-25
513,파리바게트,부산광역시 금정구 금강로335번길 23(장전동),35.23776247,129.0850949,매우우수,HG200003842,부산광역시 금정구,2020-06-26
514,스타벅스 더해운대(R)점,"부산광역시 해운대구 해운대해변로 197(101,201호 일부호 우동, 해운대경동제이드아파트)",35.15880563,129.1528408,매우우수,HG200003886,부산광역시 해운대구,2020-06-29
515,이디야,"부산광역시 남구 용호로 34(115,116호 용호동, 일신상가)",35.12647943,129.1077413,매우우수,HG200003890,부산광역시 남구,2020-06-29
516,스타벅스신세계마린시티점,"부산광역시 해운대구 마린시티2로 38(우동, 1층)",35.157039,129.1433329,매우우수,HG200003899,부산광역시 해운대구,2020-06-29
517,스타벅스센텀갤러리점,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점 6층)",35.16863843,129.1290824,매우우수,HG200003911,부산광역시 해운대구,2020-06-29
518,스타벅스센텀드림월드점,"부산광역시 해운대구 센텀2로 25(우동, 센텀드림월드103호)",35.16694367,129.1329558,매우우수,HG200003912,부산광역시 해운대구,2020-06-29
519,살바토레쿠오모,"부산광역시 해운대구 센텀남대로 35(우동, 9층 일부)",35.16863843,129.1290824,매우우수,HG200003913,부산광역시 해운대구,2020-06-29
520,스타벅스 월드마크센텀점,"부산광역시 해운대구 센텀동로 25(우동, 대우월드마크 센텀 115호)",35.17190652,129.131433,매우우수,HG200003918,부산광역시 해운대구,2020-06-29
521,이디야커피부산진점,부산광역시 동구 중앙대로371번길 9(수정동),35.12884272,129.0478337,매우우수,HG200003962,부산광역시 동구,2020-07-01
522,버거킹 망미SK점,부산광역시 연제구 과정로 120(부흥주유소 B동 연산동),35.18226888,129.1074667,매우우수,HG200003975,부산광역시 연제구,2020-07-01
523,스타벅스 금련산역점,부산광역시 수영구 수영로464번길 6(1~2층 남천동),35.1471767,129.1105462,매우우수,HG200003982,부산광역시 수영구,2020-07-01
524,스타벅스다대포DT점,부산광역시 사하구 다대로 493(다대동),35.06095128,128.9752449,매우우수,HG200003983,부산광역시 사하구,2020-07-01
525,한방왕족발,부산광역시 영도구 남항서로82번길 78(남항동3가),35.08632303,129.0395357,좋음,HG200003995,부산광역시 영도구,2020-07-01
526,버거킹 연산R FS점,부산광역시 연제구 중앙대로 1087(1-3층 연산동),35.18501957,129.0803958,매우우수,HG200004000,부산광역시 연제구,2020-07-01
527,컴포즈커피 명지서부지법점,부산광역시 강서구 명지국제2로 29(1층 109호 명지동),35.09415059,128.9067871,우수,HG200004005,부산광역시 강서구,2020-07-01
528,스타벅스 남천점,"부산광역시 수영구 남천바다로 38(1,2,3층 남천동)",35.14830606,129.1141831,매우우수,HG200004012,부산광역시 수영구,2020-07-01
529,스타벅스다대포비치점,"부산광역시 사하구 다대로 714(지하1,지상1층 다대동)",35.04913699,128.9635729,매우우수,HG200004013,부산광역시 사하구,2020-07-01
530,(주)신세계푸드 베이커리 연제점,부산광역시 연제구 연수로 89(연산동),35.17615076,129.0813103,매우우수,HG200004040,부산광역시 연제구,2020-07-01
531,스타벅스광안리점,부산광역시 수영구 광안해변로 247(1~3층 민락동),35.15504096,129.1208493,매우우수,HG200004043,부산광역시 수영구,2020-07-01
532,스타벅스커피 부산동아대점,부산광역시 사하구 낙동대로550번길 14(1-3층 하단동),35.11303664,128.9648961,매우우수,HG200004044,부산광역시 사하구,2020-07-01
533,스타벅스 광안수변공원점,"부산광역시 수영구 민락수변로 29(민락동 바다마루 103,104A,104B호 민락동)",35.15318465,129.1246761,매우우수,HG200004060,부산광역시 수영구,2020-07-01
534,스타벅스 하단중앙점,부산광역시 사하구 낙동남로 1411(하단동),35.10648323,128.9660473,매우우수,HG200004061,부산광역시 사하구,2020-07-01
535,이디야광안역점,"부산광역시 수영구 수영로588번길 7(1층 101,107호 광안동)",35.15828032,129.1136498,매우우수,HG200004110,부산광역시 수영구,2020-07-03
536,스타벅스 스타필드명지점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 1층 1124호 명지동),35.09310945,128.9181487,매우우수,HG200004112,부산광역시 강서구,2020-07-03
537,파리바게트 명지국제협성점,부산광역시 강서구 명지국제11로 25(일부층 명지동),35.10484907,128.921286,우수,HG200004123,부산광역시 강서구,2020-07-03
538,(주)메가마트남천점,"부산광역시 수영구 황령대로 521(남천동,메가마트남천점내)",35.13725731,129.1109928,우수,HG200004127,부산광역시 수영구,2020-07-03
539,버거킹부산태화점,부산광역시 부산진구 서전로10번길 64(부전동),35.15509587,129.0597388,매우우수,HG200004133,부산광역시 부산진구,2020-07-03
540,스타벅스 을숙도강변DT,"부산광역시 사하구 하신번영로 381-6(1,2층 하단동)",35.1153598,128.9595372,매우우수,HG200004138,부산광역시 사하구,2020-07-03
541,본도시락(양정점),부산광역시 부산진구 연수로 4(1층 양정동),35.17291786,129.0718484,우수,HG200004143,부산광역시 부산진구,2020-07-03
542,스타벅스 부산괴정역점,부산광역시 사하구 사하로186번길 6(괴정동),35.09838578,128.994227,매우우수,HG200004147,부산광역시 사하구,2020-07-03
543,버거킹부산정관DT점,부산광역시 기장군 정관읍 용수로 48,35.32721718,129.1762702,매우우수,HG200004148,부산광역시 기장군,2020-07-06
544,파리바케뜨부산수안점,"부산광역시 동래구 충렬대로238번길 7(수안동,성안세띠앙1층115호)",35.20093766,129.0854717,매우우수,HG200004196,부산광역시 동래구,2020-07-07
545,스타벅스 연산시티타워점,"부산광역시 연제구 중앙대로 1125(A동 1층 107.108.109호 연산동, 연산시티타워)",35.18805483,129.0806666,매우우수,HG200004199,부산광역시 연제구,2020-07-07
546,파스쿠찌 부산동래역점,부산광역시 동래구 충렬대로155번길 2(1~4층 온천동),35.20493127,129.0773542,우수,HG200004215,부산광역시 동래구,2020-07-07
547,스타벅스부산교대역점,"부산광역시 연제구 명륜로 3(1층 거제동, 한양프라자)",35.19648677,129.0812287,매우우수,HG200004216,부산광역시 연제구,2020-07-07
548,이디야 동래고교점,부산광역시 동래구 충렬대로 276(청암빌딩 1층 낙민동),35.2005618,129.0891785,매우우수,HG200004233,부산광역시 동래구,2020-07-07
549,스타벅스 부산교대점,"부산광역시 연제구 교대로 20-2(2층, 3층 거제동)",35.19570904,129.0774739,매우우수,HG200004236,부산광역시 연제구,2020-07-07
550,(주)스타벅스커피코리아(부산대연역),부산광역시 남구 수영로 240-1(대연동),35.13493292,129.0930428,매우우수,HG200004248,부산광역시 남구,2020-07-08
551,스타벅스경성대점,"부산광역시 남구 수영로 312(2동 203호 대연동,센츄리오피스텔)",35.13698252,129.1006196,매우우수,HG200004259,부산광역시 남구,2020-07-08
552,스타벅스 용호동W스퀘어점,"부산광역시 남구 분포로 145(더블유스퀘어동 1~2층 1019,1020,1021,2011,2012호 용호동, 더블유)",35.12562314,129.0878604,매우우수,HG200004266,부산광역시 남구,2020-07-08
553,스타벅스 동명대DT점,부산광역시 남구 신선로 423(용당동),35.12310702,129.0989735,매우우수,HG200004269,부산광역시 남구,2020-07-08
554,스타벅스 대연힐스테이트점,"부산광역시 남구 수영로 345(121호 대연동, 대연힐스테이트푸르지오상가)",35.13998145,129.1038862,매우우수,HG200004271,부산광역시 남구,2020-07-08
555,스타벅스부산대역점,부산광역시 금정구 장전로12번길 64(1~4층 장전동),35.23050971,129.0887332,매우우수,HG200004277,부산광역시 금정구,2020-07-09
556,스타벅스 금정구청DT점,부산광역시 금정구 중앙대로 1730(부곡동),35.23880908,129.0929863,매우우수,HG200004282,부산광역시 금정구,2020-07-09
557,스타벅스 금정이마트점,"부산광역시 금정구 중앙대로1841번길 24(구서동,중앙대로1841번길24)",35.24994464,129.0905977,매우우수,HG200004285,부산광역시 금정구,2020-07-09
558,스타벅스 부산외대점,부산광역시 금정구 금샘로 459(남산동),35.26395976,129.0847301,매우우수,HG200004287,부산광역시 금정구,2020-07-09
559,한국맥도날드(유)부산범전디티점,"부산광역시 부산진구 중앙대로 823(1,2층 범전동)",35.16534919,129.0643615,우수,HG200004291,부산광역시 부산진구,2020-07-10
560,파리바게트 동삼동점,부산광역시 영도구 동삼로 62(동삼동),35.0787789,129.0705044,매우우수,HG200004296,부산광역시 영도구,2020-07-10
561,파리바게트신개금엘지점,"부산광역시 부산진구 백양대로 298(1층 114호 개금동, 신개금엘지상가)",35.15485096,129.0189947,매우우수,HG200004303,부산광역시 부산진구,2020-07-10
562,카페파스쿠치태종대점,"부산광역시 영도구 태종로 794(1,2층 동삼동)",35.06557869,129.081065,매우우수,HG200004306,부산광역시 영도구,2020-07-10
563,파리바게트신개금엘지점,부산광역시 부산진구 백양대로 298(신개금엘지아파트 상가동 113호 개금동),35.15485096,129.0189947,매우우수,HG200004315,부산광역시 부산진구,2020-07-10
564,파리바게뜨 범어사역점,부산광역시 금정구 중앙대로 2091(남산동),35.27101194,129.0923531,우수,HG200004400,부산광역시 금정구,2020-07-15
565,이디야부산부전도서관점,부산광역시 부산진구 동천로 69(지상1층 부전동),35.15484918,129.0621722,매우우수,HG200004405,부산광역시 부산진구,2020-07-15
566,파리바게뜨 남산점,"부산광역시 금정구 금강로647번길 2(남산동,1,2층)",35.26534937,129.0885733,우수,HG200004423,부산광역시 금정구,2020-07-15
567,양산도 롯데백화점부산본점,부산광역시 부산진구 가야대로 772(9층 부전동),35.15679253,129.0564133,매우우수,HG200004425,부산광역시 부산진구,2020-07-15
568,비첸향,부산광역시 부산진구 가야대로 772(롯데백화점 B2층 부전동),35.15679253,129.0564133,매우우수,HG200004457,부산광역시 부산진구,2020-07-15
569,(주)스타벅스커피코리아(남포동역점),부산광역시 중구 구덕로 4(광복동1가),35.09830442,129.0351254,매우우수,HG200004464,부산광역시 중구,2020-07-15
570,이디야문현동점,부산광역시 남구 수영로 46(1층 문현동),35.13629921,129.0723113,매우우수,HG200004626,부산광역시 남구,2020-07-20
571,이디야,부산광역시 해운대구 해운대해변로 140(해운대홈플러스 지하2층 일부호 우동),35.15839725,129.146491,매우우수,HG200004631,부산광역시 해운대구,2020-07-20
572,이디야커피숍,부산광역시 사하구 낙동대로 246(괴정동),35.09954586,128.990161,매우우수,HG200004830,부산광역시 사하구,2020-07-27
573,(주)신세계푸드 베이커리 사상점,"부산광역시 사상구 광장로 17(괘법동, 이마트 사상점)",35.16423213,128.978893,우수,HG200004831,부산광역시 사상구,2020-07-27
574,이디야롯데후문점,부산광역시 부산진구 부전로66번길 22(지상1층 부전동),35.15567895,129.0559379,매우우수,HG200004873,부산광역시 부산진구,2020-07-27
575,(주)신세계푸드 베이커리 문현점,"부산광역시 남구 전포대로91번길 47(1층 문현동, 이마트문현점)",35.14430272,129.0642407,매우우수,HG200004878,부산광역시 남구,2020-07-27
576,이디야초읍점,부산광역시 부산진구 성지로 104(1층 초읍동),35.17970354,129.0525491,매우우수,HG200004879,부산광역시 부산진구,2020-07-27
577,이디야,"부산광역시 서구 구덕로 293(1층 103호 서대신동2가, 희망센츄럴타운)",35.11018236,129.0173516,매우우수,HG200004898,부산광역시 서구,2020-07-28
578,파리바게트 홈플러스아시아드점,부산광역시 연제구 종합운동장로 7(홈플러스아시아드점 지하2층 거제동),35.19126678,129.0620097,매우우수,HG200004899,부산광역시 연제구,2020-07-28
579,소풍가는길(울산방향),부산광역시 기장군 장안읍 동해고속도로 26(장안휴게소상행 1층),35.38287214,129.2483977,매우우수,HG200004909,부산광역시 기장군,2020-07-28
580,롯데쇼핑(주)롯데마트동래점,"부산광역시 동래구 중앙대로 1393(온천동, 롯데마트내)",35.21170859,129.0774768,매우우수,HG200004911,부산광역시 동래구,2020-07-28
581,파스쿠치 부산대병원점,"부산광역시 서구 까치고개로197번길 3(아미동2가, 나동 1층일부 2층전체)",35.10018719,129.0171834,매우우수,HG200004915,부산광역시 서구,2020-07-28
582,롯데쇼핑(주)롯데마트광복점,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 롯데몰마트시네마동롯데마트광복점)",35.09830894,129.0367048,매우우수,HG200004918,부산광역시 중구,2020-07-28
583,롯데쇼핑(주)롯데마트동래점,"부산광역시 동래구 중앙대로 1393(온천동, 롯데마트내)",35.21170859,129.0774768,매우우수,HG200004921,부산광역시 동래구,2020-07-28
584,이디야커피부산기장메가마트점,부산광역시 기장군 일광면 기장대로 673(메가마트 1층),35.25469204,129.2218562,매우우수,HG200004924,부산광역시 기장군,2020-07-28
585,롯데쇼핑(주)롯데마트동래점,"부산광역시 동래구 중앙대로 1393(온천동, 롯데마트내)",35.21170859,129.0774768,매우우수,HG200004927,부산광역시 동래구,2020-07-28
586,롯데쇼핑(주)롯데마트광복점,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 롯데몰마트시네마동롯데마트광복점)",35.09830894,129.0367048,매우우수,HG200004930,부산광역시 중구,2020-07-28
587,(주)에이치앤디이 장안울산휴게소 커피전문점,부산광역시 기장군 장안읍 동해고속도로 26,35.38287214,129.2483977,매우우수,HG200004932,부산광역시 기장군,2020-07-28
588,이디야커피 서부산유통지구점,"부산광역시 강서구 유통단지1로 53(103,104호 대저2동, 코드스퀘어)",35.16702838,128.9549744,매우우수,HG200005033,부산광역시 강서구,2020-08-03
589,이디야 수영현대점,부산광역시 수영구 구락로10번길 23(1층 수영동),35.16901148,129.1209534,매우우수,HG200005046,부산광역시 수영구,2020-08-03
590,파리바게뜨,"부산광역시 연제구 명륜로2번길 7(거제동,삼익퓨처상가 101-106호1층)",35.19517316,129.0809587,매우우수,HG200005072,부산광역시 연제구,2020-08-03
591,강서구지역자활센터(차량등록사업소 가온비),부산광역시 강서구 명지오션시티10로 61(부산시차량등록사업소 1층 일부호 명지동),35.08740782,128.9031921,매우우수,HG200005082,부산광역시 강서구,2020-08-03
592,이디야커피 서면1번가점,"부산광역시 부산진구 서면로68번길 14(부전동,1층)",35.1564159,129.0582523,매우우수,HG200005103,부산광역시 부산진구,2020-08-03
593,파리바게뜨부산범내골점,"부산광역시 부산진구 중앙대로 626(1동 1호 범천동,서면동일타워스위트1층)",35.14860715,129.0595887,매우우수,HG200005107,부산광역시 부산진구,2020-08-03
594,이디야(부산경동파크점),"부산광역시 부산진구 새싹로 30(부전동, 경동파크타워1층116호)",35.16060691,129.0572749,매우우수,HG200005129,부산광역시 부산진구,2020-08-03
595,이디야 해운대우동점,"부산광역시 해운대구 우동1로 82(우동, 지상1층)",35.16846926,129.156534,매우우수,HG200005192,부산광역시 해운대구,2020-08-06
596,이디야커피 부산만세365병원점,부산광역시 중구 대청로 105(지상1층 대청동2가),35.10323936,129.0314585,매우우수,HG200005195,부산광역시 중구,2020-08-06
597,파리바게뜨 동아대병원점,부산광역시 서구 대신공원로 2(동대신동3가),35.11817533,129.0165735,우수,HG200005210,부산광역시 서구,2020-08-06
598,이디야양정역점,"부산광역시 부산진구 연수로 18-1(지상1층 양정동, 유한빌딩)",35.17355248,129.0734705,우수,HG200005222,부산광역시 부산진구,2020-08-06
599,이디야,부산광역시 수영구 광남로 16(1층 남천동),35.14418768,129.1101543,매우우수,HG200005226,부산광역시 수영구,2020-08-06
600,이디야서면태화점,부산광역시 부산진구 서전로10번길 71(지상2층 부전동),35.15469718,129.0599751,우수,HG200005231,부산광역시 부산진구,2020-08-06
601,이디야(덕포역점),부산광역시 사상구 사상로 313(덕포동),35.17268776,128.9832759,매우우수,HG200005238,부산광역시 사상구,2020-08-07
602,이디야(EDIYA),부산광역시 해운대구 해운대로76번길 44(재송동),35.19002432,129.1178605,매우우수,HG200005247,부산광역시 해운대구,2020-08-07
603,이디야,부산광역시 해운대구 재반로 237-1(반여동),35.19851884,129.1310556,매우우수,HG200005257,부산광역시 해운대구,2020-08-07
604,파리바게뜨안락강변점,부산광역시 동래구 충렬대로 434(1층 안락동),35.19614762,129.1057776,매우우수,HG200005266,부산광역시 동래구,2020-08-07
605,이디야,"부산광역시 해운대구 선수촌로 74-11(1,2층 반여동)",35.2004093,129.1196941,매우우수,HG200005276,부산광역시 해운대구,2020-08-07
606,(주)롯데쇼핑롯데마트화명점,부산광역시 북구 화명대로 47(화명동),35.23517016,129.0130124,매우우수,HG200005365,부산광역시 북구,2020-08-11
607,이디야 괘법동점,부산광역시 사상구 사상로 239(괘법동),35.16633995,128.982409,매우우수,HG200005418,부산광역시 사상구,2020-08-11
608,이디야커피 반송도서관점,부산광역시 해운대구 아랫반송로 25(반송동),35.22501396,129.1488345,매우우수,HG200005431,부산광역시 해운대구,2020-08-12
609,파리바게뜨 부산반송점,부산광역시 해운대구 신반송로 207(1층 반송동),35.23043071,129.1573918,매우우수,HG200005506,부산광역시 해운대구,2020-08-13
610,이디야커피 부산양운사거리점,부산광역시 해운대구 좌동순환로 79(좌동),35.17359769,129.1669039,매우우수,HG200005509,부산광역시 해운대구,2020-08-13
611,이디야(부산다대포점),부산광역시 사하구 다대로 682(1층 다대동),35.0481839,128.9666637,매우우수,HG200005522,부산광역시 사하구,2020-08-14
612,이디야용호사거리점,부산광역시 남구 용호로 154(용호동),35.11854861,129.1115173,매우우수,HG200005523,부산광역시 남구,2020-08-14
613,버거킹 부산대점,부산광역시 금정구 금정로 66(2-3층 장전동),35.23048362,129.0866237,매우우수,HG200005528,부산광역시 금정구,2020-08-14
614,이디야(부산개금백병원점),"부산광역시 부산진구 복지로 66(개금동,번지1층)",35.14749619,129.0199894,우수,HG200005530,부산광역시 부산진구,2020-08-14
615,이디야커피 명지초교점,"부산광역시 강서구 명지국제6로 306(101,201호 명지동, 수정프라자)",35.10289915,128.9240281,우수,HG200005536,부산광역시 강서구,2020-08-14
616,이디야 홈플러스 서부산점,부산광역시 사상구 광장로 7(지하1층 괘법동),35.16433176,128.9777197,매우우수,HG200005537,부산광역시 사상구,2020-08-14
617,버거킹부산양정점,부산광역시 부산진구 중앙대로 900(양정타임스퀘어 1층 101호 양정동),35.1704763,129.0696757,매우우수,HG200005539,부산광역시 부산진구,2020-08-14
618,이디야커피 신호점,부산광역시 강서구 신호산단5로 42(신호동),35.08319635,128.8777044,우수,HG200005540,부산광역시 강서구,2020-08-14
619,이디야,부산광역시 북구 시랑로132번길 73(2층 구포동),35.19440292,129.0062243,매우우수,HG200005542,부산광역시 북구,2020-08-14
620,이디야부산공항덕두점,부산광역시 강서구 공항로811번길 38(대저2동),35.18028155,128.9557883,매우우수,HG200005547,부산광역시 강서구,2020-08-14
621,이디야사상점,"부산광역시 사상구 광장로 17(괘법동, 이마트 사상점 내)",35.16423213,128.978893,매우우수,HG200005880,부산광역시 사상구,2020-08-25
622,이디야커피 부산강서구청점,부산광역시 강서구 대저로 270(1층 대저1동),35.2127861,128.9816401,매우우수,HG200005884,부산광역시 강서구,2020-08-25
623,샌드리아 동삼점,"부산광역시 영도구 동삼북로 20(108동 1층 113호 동삼동, 일동미라주브라이튼)",35.08207668,129.0706572,매우우수,HG200005890,부산광역시 영도구,2020-08-25
624,스타벅스 명륜역점,"부산광역시 동래구 동래로 25(1,2층 온천동)",35.21248477,129.0783767,매우우수,HG200005952,부산광역시 동래구,2020-08-26
625,쥬씨 해동병원점,부산광역시 영도구 절영로13번길 70(영선동1가),35.09172338,129.0436183,좋음,HG200005953,부산광역시 영도구,2020-08-26
626,스타벅스 센텀파크점,"부산광역시 해운대구 센텀중앙로 145(상가7동 102-1호 재송동, 더샵센텀파크1차아파트)",35.1767569,129.1235959,매우우수,HG200005956,부산광역시 해운대구,2020-08-26
627,스타벅스동래역점,"부산광역시 동래구 충렬대로181번길 42(1,2층 102,201호 명륜동)",35.20560057,129.0801306,매우우수,HG200005957,부산광역시 동래구,2020-08-26
628,스타벅스동래미남DT점,"부산광역시 동래구 충렬대로 101(1,2층 온천동)",35.20716881,129.0720463,매우우수,HG200005958,부산광역시 동래구,2020-08-26
629,이디야커피부산정관점,"부산광역시 기장군 정관읍 정관로 383(106,206호 대성타워)",35.33512773,129.1654623,매우우수,HG200005959,부산광역시 기장군,2020-08-26
630,이디야 부산명장동점,부산광역시 동래구 시실로 208-1(명장동),35.20620452,129.1011148,매우우수,HG200005961,부산광역시 동래구,2020-08-26
631,스타벅스부산동대신역점,부산광역시 서구 구덕로322번길 7(동대신동3가),35.11264837,129.0167351,매우우수,HG200006103,부산광역시 서구,2020-09-01
632,스타벅스 사직구장점,"부산광역시 동래구 사직북로 4(1층 112,113,114호 사직동, 자이언츠파크)",35.19626616,129.0613611,매우우수,HG200006104,부산광역시 동래구,2020-09-01
633,스타벅스커피 부민사거리점,부산광역시 서구 구덕로 212(1~3층 부민동1가),35.10359562,129.0202641,매우우수,HG200006115,부산광역시 서구,2020-09-01
634,스타벅스부산사직점,부산광역시 동래구 사직북로 24(사직동),35.19796799,129.0605377,매우우수,HG200006116,부산광역시 동래구,2020-09-01
635,스타벅스온천장역DT점,부산광역시 금정구 식물원로 13(1-2층 장전동),35.22398535,129.0865479,매우우수,HG200006124,부산광역시 금정구,2020-09-01
636,이디아커피 서대신역점,부산광역시 서구 대티로 175-1(서대신동3가),35.11195847,129.0119327,매우우수,HG200006127,부산광역시 서구,2020-09-01
637,이디야,부산광역시 연제구 연수로 89(연산동),35.17615076,129.0813103,매우우수,HG200006134,부산광역시 연제구,2020-09-01
638,이디야부산충무동점,"부산광역시 서구 충무대로 277(1층 101호 충무동1가, 충무 에코펠리스2차)",35.09540627,129.0240115,매우우수,HG200006226,부산광역시 서구,2020-09-03
639,이디야커피 대연SK힐스점,"부산광역시 남구 수영로 261(201동 지하1층 제비103,제비104,제비105호 대연동, 대연 SK VIEW Hills)",35.13580386,129.0954136,매우우수,HG200006433,부산광역시 남구,2020-09-08
640,그린터틀,부산광역시 영도구 동삼로 55-1(1층 동삼동),35.07826923,129.0700372,매우우수,HG200006438,부산광역시 영도구,2020-09-08
641,정직유부 영도동삼점,"부산광역시 영도구 중리로 46-13(동삼동,남도빌딩1층)",35.07514995,129.0690644,우수,HG200006447,부산광역시 영도구,2020-09-08
642,이디아커피,부산광역시 남구 문현로 지하 68(1층 문현동),35.14322102,129.0764735,우수,HG200006458,부산광역시 남구,2020-09-08
643,이디야커피 부산만덕중앙점,부산광역시 북구 만덕1로 26(중앙빌딩 1층 102~103호 만덕동),35.21442528,129.0347651,매우우수,HG200006475,부산광역시 북구,2020-09-08
644,이디야커피전문점,부산광역시 북구 덕천로 299(지하1층 만덕동),35.20974981,129.0365509,매우우수,HG200006498,부산광역시 북구,2020-09-08
645,풍국면 스타필드명지점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 3층 3302호 명지동),35.09310945,128.9181487,매우우수,HG200006526,부산광역시 강서구,2020-09-09
646,(주)선호에프엔비(속초코다리냉면 스타필드명지점),부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 1층 1149호 명지동),35.09310945,128.9181487,매우우수,HG200006540,부산광역시 강서구,2020-09-09
647,칸웨이 스타필드명지점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 3층 3304호 명지동),35.09310945,128.9181487,매우우수,HG200006554,부산광역시 강서구,2020-09-09
648,이천가든 스타필드명지점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 1층 1146호 명지동),35.09310945,128.9181487,매우우수,HG200006581,부산광역시 강서구,2020-09-10
649,두끼떡볶이 스타필드시티명지점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 3층 3300호 명지동),35.09310945,128.9181487,매우우수,HG200006587,부산광역시 강서구,2020-09-10
650,중화가정 스타필드명지점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 1층 1148호 명지동),35.09310945,128.9181487,우수,HG200006600,부산광역시 강서구,2020-09-10
651,(주)신세계푸드 트레이더스 명지점 베이커리,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 지하2층 명지동),35.09310945,128.9181487,매우우수,HG200006611,부산광역시 강서구,2020-09-10
652,할매손충무김밥 스타필드점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 1층 1150호 명지동),35.09310945,128.9181487,매우우수,HG200006626,부산광역시 강서구,2020-09-11
653,이디야 부산석포초교점,부산광역시 남구 석포로 106(1층 대연동),35.12685244,129.090488,매우우수,HG200006629,부산광역시 남구,2020-09-11
