연번,업소명,소재지,위도,경도,지역,지정등급,지정번호,지정일자
1,삼성웰스토리(주)동래베네스트,부산광역시 금정구 남산동 265-34,35.2651881,129.1004076,매우우수,HG170000164,부산광역시 금정구,2019-08-16
2,돈까스로,부산광역시 금정구 동부곡로6번길 16(부곡동),35.22503532,129.0920653,좋음,HG170000303,부산광역시 금정구,2019-09-15
3,주식회사세연정,부산광역시 동래구 충렬대로 149(온천동),35.20517834,129.0769402,매우우수,HG170000345,부산광역시 동래구,2019-09-26
4,오막집,"부산광역시 해운대구 해운대해변로209번나길 28(우동, 지상2,3층)",35.16005548,129.1550537,매우우수,HG170000368,부산광역시 해운대구,2019-10-10
5,누리마을감자탕,부산광역시 강서구 명지국제8로 259(2층 명지동),35.0982603,128.9212118,좋음,HG170000400,부산광역시 강서구,2019-10-18
6,(주)그랜드애플,"부산광역시 해운대구 센텀1로 25(우동, 센텀한샘빌딩 6층)",35.16642066,129.1320155,매우우수,HG170000410,부산광역시 해운대구,2019-10-19
7,예이제,"부산광역시 해운대구 해운대해변로298번길 29(중동, 해운대푸르지오씨디 210~216호)",35.1609695,129.1668879,매우우수,HG170000411,부산광역시 해운대구,2019-10-19
8,메르씨엘(MERCIEL),"부산광역시 해운대구 달맞이길65번길 154(중동, 2,3,4층)",35.15652269,129.1783596,매우우수,HG170000510,부산광역시 해운대구,2019-11-14
9,백향만두,부산광역시 부산진구 당감로 118(부암동),35.17297868,129.0369505,좋음,HG170000515,부산광역시 부산진구,2019-11-15
10,리스또란테 금정(Ristorante GEUMJEONG),부산광역시 동래구 금강공원로20번길 23(온천동),35.22024704,129.0822581,매우우수,HG170000534,부산광역시 동래구,2019-11-17
11,라세느2,"부산광역시 부산진구 가야대로 772(5층 부전동, 부산롯데호텔)",35.15679253,129.0564133,매우우수,HG170000633,부산광역시 부산진구,2019-12-12
12,금수가,부산광역시 해운대구 마린시티3로 37(한일오르듀 상가동 1층 110~112호 일부호 우동),35.15544866,129.1466033,매우우수,HG170000649,부산광역시 해운대구,2019-12-14
13,모모야마무궁화,"부산광역시 부산진구 가야대로 772(지상41층 부전동, 부산롯데호텔)",35.15679253,129.0564133,매우우수,HG180000074,부산광역시 부산진구,2020-02-21
14,일등가,부산광역시 기장군 기장읍 기장해안로 266(4층 더이스트인부산),35.19821553,129.2242262,매우우수,HG180000142,부산광역시 기장군,2020-03-27
15,본도시락,"부산광역시 부산진구 엄광로 16(개금동, 개금현대I아파트 상가221동101호)",35.14810805,129.0179777,매우우수,HG180000362,부산광역시 부산진구,2020-06-22
16,용호동낙지 신세계센텀시티점,"부산광역시 해운대구 센텀남대로 35(우동, 9층 일부)",35.16863843,129.1290824,매우우수,HG180000402,부산광역시 해운대구,2020-06-28
17,딤딤섬 센텀시티점,"부산광역시 해운대구 센텀남대로 35(우동, 9층 일부)",35.16863843,129.1290824,매우우수,HG180000406,부산광역시 해운대구,2020-06-28
18,밀화,"부산광역시 해운대구 센텀남대로 35(우동, 9층 일부)",35.16863843,129.1290824,매우우수,HG180000407,부산광역시 해운대구,2020-06-28
19,개정,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 9층 일부호 우동),35.16863843,129.1290824,매우우수,HG180000450,부산광역시 해운대구,2020-07-03
20,사리원냉면,"부산광역시 해운대구 센텀남대로 35(우동, 9층 일부)",35.16863843,129.1290824,매우우수,HG180000451,부산광역시 해운대구,2020-07-03
21,문스시(신세계백화점센텀시티점),"부산광역시 해운대구 센텀남대로 35(우동, 9층 일부)",35.16863843,129.1290824,매우우수,HG180000452,부산광역시 해운대구,2020-07-03
22,(주)캘리스코히바린 신세계센텀점,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 9층 일부호 우동),35.16863843,129.1290824,매우우수,HG180000453,부산광역시 해운대구,2020-07-03
23,싱카이 신세계센텀점,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 9층 일부호 우동),35.16863843,129.1290824,매우우수,HG180000455,부산광역시 해운대구,2020-07-03
24,멤버스라운지,부산광역시 수영구 광안해변로 229(15층 광안동),35.15432718,129.1190835,매우우수,HG180000565,부산광역시 수영구,2020-07-30
25,시네드쉐프 센텀시티,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점센텀점 지상5층)",35.16863843,129.1290824,매우우수,HG180000630,부산광역시 해운대구,2020-08-09
26,T.G.I.F 롯데동래점,"부산광역시 동래구 중앙대로 1393(8층 온천동, 롯데백화점)",35.21170859,129.0774768,매우우수,HG180000896,부산광역시 동래구,2020-10-16
27,티지아이에프(TGIF)서면롯데점,"부산광역시 부산진구 가야대로 772(지상9층 부전동, 롯데백화점)",35.15679253,129.0564133,매우우수,HG180000996,부산광역시 부산진구,2020-11-05
28,다모임(DaMOIM),부산광역시 기장군 기장읍 기장해안로 268-32(본동 지하1~지하2층 힐튼호텔),35.19839663,129.2285885,매우우수,HG180001014,부산광역시 기장군,2020-11-08
29,맥퀸즈바앤그릴(McQueen`s Bar&Grill),부산광역시 기장군 기장읍 기장해안로 268-32(본동 10층 힐튼호텔),35.19839663,129.2285885,매우우수,HG180001016,부산광역시 기장군,2020-11-08
30,탄탄면공방부산롯데서면점,"부산광역시 부산진구 가야대로 772(지하1층 부전동, 롯데백화점)",35.15679253,129.0564133,매우우수,HG180001079,부산광역시 부산진구,2020-11-19
31,본도시락부산법조타운점,"부산광역시 연제구 법원로32번길 10(거제동, 협성프라자 1동 104호)",35.19132698,129.074583,우수,HG180001103,부산광역시 연제구,2020-11-20
32,아시아드CC클럽하우스,부산광역시 기장군 일광면 차양길 26,35.28717076,129.2401643,매우우수,HG180001137,부산광역시 기장군,2020-11-26
33,아이핫팟서면점,"부산광역시 부산진구 가야대로 772(지하1층 부전동, 롯데백화점)",35.15679253,129.0564133,매우우수,HG180001238,부산광역시 부산진구,2020-12-11
34,일광개발(주) 베이사이드골프클럽 레스토랑,부산광역시 기장군 일광면 이천8길 100(베이사이드골프클럽),35.28185022,129.2395335,매우우수,HG180001246,부산광역시 기장군,2020-12-12
35,에머이(emoi)롯데서면점,"부산광역시 부산진구 가야대로 772(지하1층 부전동, 롯데백화점 부산본점)",35.15679253,129.0564133,매우우수,HG180001257,부산광역시 부산진구,2020-12-21
36,두끼떡볶이롯데백화점서면점,"부산광역시 부산진구 가야대로 772(지하1층 부전동, 롯데백화점부산본점)",35.15679253,129.0564133,매우우수,HG180001265,부산광역시 부산진구,2020-12-21
37,스톤게이트CC클럽하우스,부산광역시 기장군 일광면 용천리 산 252-51 외160필지,35.28472034,129.1898461,매우우수,HG180001279,부산광역시 기장군,2020-12-26
38,거창까막국수 유한회사,"부산광역시 동래구 중앙대로 1393(지하1층 온천동, 롯데백화점)",35.21170859,129.0774768,매우우수,HG180001290,부산광역시 동래구,2020-12-26
39,본 도시락(부산역점),"부산광역시 동구 중앙대로196번길 6-5(초량동,1층)",35.11395562,129.0400516,우수,HG180001297,부산광역시 동구,2020-12-26
40,동래태양제면소302,부산광역시 동래구 중앙대로 1393(롯데백화점 지하1층 온천동),35.21170859,129.0774768,매우우수,HG180001298,부산광역시 동래구,2020-12-26
41,원할머니보쌈.족발 박가부대찌개,부산광역시 동래구 온천천로471번길 9(안락동),35.19181312,129.1046647,우수,HG190000119,부산광역시 동래구,2019-02-22
42,미스터스시 동래점,부산광역시 동래구 중앙대로1381번길 11(온천동),35.21056602,129.0772311,좋음,HG190000122,부산광역시 동래구,2019-02-25
43,파티세리(Patisserie),"부산광역시 해운대구 마린시티1로 51(우동, 파크하얏트부산 1층일부)",35.15657501,129.1418776,매우우수,HG190000137,부산광역시 해운대구,2019-03-07
44,파크하얏트부산(B1F),"부산광역시 해운대구 마린시티1로 51(우동, 파크하얏트호텔지하1층)",35.15657501,129.1418776,매우우수,HG190000138,부산광역시 해운대구,2019-03-07
45,사계,부산광역시 수영구 황령대로489번길 49-6(1~2층 남천동),35.14011164,129.1093637,좋음,HG190000148,부산광역시 수영구,2019-03-07
46,이화수 남천점,부산광역시 수영구 광남로10번길 2(1층 남천동),35.14385683,129.1098645,좋음,HG190000153,부산광역시 수영구,2019-03-07
47,본 도시락 엄궁점,"부산광역시 사상구 엄궁북로 40(510동 101호 엄궁동, 롯데캐슬리버 상가1동)",35.12787801,128.9744963,좋음,HG190000167,부산광역시 사상구,2019-03-13
48,탑해장,부산광역시 수영구 민락수변로7번길 60(상가동 101호 민락동),35.15555536,129.1266075,좋음,HG190000171,부산광역시 수영구,2019-03-15
49,닉스,"부산광역시 해운대구 해운대해변로 296(중동, 신관 지상2층)",35.16021888,129.1652747,매우우수,HG190000207,부산광역시 해운대구,2019-04-08
50,남풍,"부산광역시 해운대구 해운대해변로 296(중동, 지상3층)",35.16021888,129.1652747,매우우수,HG190000208,부산광역시 해운대구,2019-04-08
51,사까에&르소메,"부산광역시 해운대구 해운대해변로 296(중동, 3층)",35.16021888,129.1652747,매우우수,HG190000210,부산광역시 해운대구,2019-04-08
52,파라다이스 라운지,"부산광역시 해운대구 해운대해변로 296(중동, 신관 1층)",35.16021888,129.1652747,매우우수,HG190000211,부산광역시 해운대구,2019-04-08
53,삿뽀로 해운대점,부산광역시 해운대구 해운대로 743(정우빌딩 2층 중동),35.16714585,129.171356,매우우수,HG190000212,부산광역시 해운대구,2019-04-08
54,더플레이스부산광복롯데백화점점,"부산광역시 중구 중앙대로 2(10층 중앙동7가, 롯데백화점광복점)",35.09830894,129.0367048,매우우수,HG190000213,부산광역시 중구,2019-04-08
55,(주)파라다이스호텔부산크리스탈가든,"부산광역시 해운대구 해운대해변로 296(중동, 1층)",35.16021888,129.1652747,매우우수,HG190000214,부산광역시 해운대구,2019-04-08
56,온 더 플레이트,"부산광역시 해운대구 해운대해변로 296(중동, 외6 지상1층)",35.16021888,129.1652747,매우우수,HG190000215,부산광역시 해운대구,2019-04-08
57,차이(Chai)797 롯데광복점,부산광역시 중구 중앙대로 2(롯데백화점광복점 중앙동7가),35.09830894,129.0367048,우수,HG190000217,부산광역시 중구,2019-04-08
58,일품한우,"부산광역시 해운대구 해운대로570번길 49(우동, 지상2,3층)",35.16023022,129.1594027,좋음,HG190000218,부산광역시 해운대구,2019-04-08
59,본도시락 센텀시티점,"부산광역시 해운대구 APEC로 17(우동, 센텀리더스마크 109호)",35.16593018,129.1324148,좋음,HG190000220,부산광역시 해운대구,2019-04-08
60,한우랑,부산광역시 남구 유엔로 171(2~3층 대연동),35.13033724,129.0948794,좋음,HG190000221,부산광역시 남구,2019-04-08
61,이와,부산광역시 해운대구 해운대해변로209번길 13(2층 우동),35.15961647,129.1538291,좋음,HG190000223,부산광역시 해운대구,2019-04-08
62,풀향기 롯데몰동부산점,부산광역시 기장군 기장읍 기장해안로 147(3층 A308호 롯데몰동부산점),35.19221051,129.2127825,좋음,HG190000242,부산광역시 기장군,2019-04-22
63,기장특산물유통(강가네손만두),부산광역시 기장군 기장읍 기장해안로 147(1층 A131호 롯데몰동부산점 향토특산물관),35.19221051,129.2127825,우수,HG190000243,부산광역시 기장군,2019-04-22
64,자색미학,"부산광역시 기장군 기장읍 기장해안로 268-32(F동 1,2층 힐튼부산)",35.19839663,129.2285885,좋음,HG190000244,부산광역시 기장군,2019-04-23
65,초량밀면,부산광역시 기장군 기장읍 기장해안로 147(3층 A306일부호 롯데몰 동부산점),35.19221051,129.2127825,우수,HG190000261,부산광역시 기장군,2019-04-23
66,다이닝룸(Dining Room),"부산광역시 해운대구 마린시티1로 51(우동, 파크하얏트부산 지상32층일부)",35.15657501,129.1418776,매우우수,HG190000316,부산광역시 해운대구,2019-05-08
67,리빙룸(Living Room),"부산광역시 해운대구 마린시티1로 51(우동, 파크하얏트부산 지상31층일부)",35.15657501,129.1418776,매우우수,HG190000323,부산광역시 해운대구,2019-05-08
68,라운지(Lounge),"부산광역시 해운대구 마린시티1로 51(우동, 파크하얏트부산 지상30층일부)",35.15657501,129.1418776,매우우수,HG190000329,부산광역시 해운대구,2019-05-08
69,볼룸(Ball Room),"부산광역시 해운대구 마린시티1로 51(우동, 파크하얏트부산 지상2층일부)",35.15657501,129.1418776,매우우수,HG190000330,부산광역시 해운대구,2019-05-08
70,본도시락,부산광역시 서구 구덕로214번길 5(1층 부민동1가),35.10387346,129.020454,좋음,HG190000387,부산광역시 서구,2019-05-16
71,잠바주스신세계센텀시티점(Jamba Juice),"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점지하1층일부)",35.16863843,129.1290824,매우우수,HG190000388,부산광역시 해운대구,2019-05-16
72,숙달돼지,부산광역시 동래구 명륜로129번길 54(2층 명륜동),35.2054454,129.0793378,좋음,HG190000393,부산광역시 동래구,2019-05-16
73,난카츠난우동,부산광역시 연제구 연수로 89(연산동),35.17615076,129.0813103,우수,HG190000403,부산광역시 연제구,2019-05-27
74,차이나가든(CHINA GARDEN),부산광역시 연제구 연수로 89(연산동),35.17615076,129.0813103,우수,HG190000416,부산광역시 연제구,2019-05-27
75,육해밥,부산광역시 연제구 연수로 89(연산동),35.17615076,129.0813103,우수,HG190000428,부산광역시 연제구,2019-05-27
76,Selec the table(셀렉더테이블),"부산광역시 금정구 중앙대로1841번길 24(2층 구서동, 주이마트금정점)",35.24994464,129.0905977,우수,HG190000439,부산광역시 금정구,2019-05-30
77,스시오샤브앤스시센텀점,부산광역시 해운대구 센텀남대로 59(롯데백화점센텀시티점 6층 우동),35.16985471,129.1310752,좋음,HG190000444,부산광역시 해운대구,2019-05-30
78,청담동소스,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점지상6층일부)",35.16985471,129.1310752,좋음,HG190000456,부산광역시 해운대구,2019-05-30
79,롯데푸드(주) 파스퇴르밀크바 센텀시티점,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점 지하1층)",35.16985471,129.1310752,우수,HG190000464,부산광역시 해운대구,2019-05-30
80,(주)겐츠베이커리롯데센텀,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점지하1층일부)",35.16985471,129.1310752,좋음,HG190000502,부산광역시 해운대구,2019-06-11
81,진스시(眞스시),"부산광역시 해운대구 센텀남대로 59(지하1층 우동, 롯데백화점센텀시티점)",35.16985471,129.1310752,좋음,HG190000507,부산광역시 해운대구,2019-06-11
82,집밥이 좋다,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점 센텀시티점 지하1층 식품관)",35.16985471,129.1310752,좋음,HG190000517,부산광역시 해운대구,2019-06-17
83,미채담 샤브정 롯데백화점 센텀시티점,부산광역시 해운대구 센텀남대로 59(롯데백화점센텀시티점 지하 1층 일부호 우동),35.16985471,129.1310752,좋음,HG190000519,부산광역시 해운대구,2019-06-17
84,(주)파리크라상잠바주스롯데부산본점,부산광역시 부산진구 가야대로 772(롯데백화점부산본점 지하1층 부전동),35.15679253,129.0564133,매우우수,HG190000528,부산광역시 부산진구,2019-06-17
85,롯데동래점얌차,"부산광역시 동래구 중앙대로 1393(온천동,롯데백화정동래점 지하1층)",35.21170859,129.0774768,좋음,HG190000529,부산광역시 동래구,2019-06-17
86,반반식당,"부산광역시 동래구 중앙대로 1393(온천동, 동래점 식품관내)",35.21170859,129.0774768,좋음,HG190000530,부산광역시 동래구,2019-06-17
87,가마야식품,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점센텀시티점지하1)",35.16985471,129.1310752,좋음,HG190000536,부산광역시 해운대구,2019-06-17
88,(주)히코코,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점지하1층)",35.16985471,129.1310752,좋음,HG190000538,부산광역시 해운대구,2019-06-17
89,카르파쵸후레쉬푸드앤드팝(주),"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점센텀시티점 지하1층)",35.16985471,129.1310752,좋음,HG190000539,부산광역시 해운대구,2019-06-17
90,아딸허브,부산광역시 동래구 중앙대로 1393(지하1층 온천동),35.21170859,129.0774768,좋음,HG190000550,부산광역시 동래구,2019-06-17
91,KKD 롯데센텀시티점,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점 지하2층)",35.16985471,129.1310752,우수,HG190000554,부산광역시 해운대구,2019-06-17
92,쯔루타로,부산광역시 해운대구 센텀남대로 59(우동),35.16985471,129.1310752,좋음,HG190000556,부산광역시 해운대구,2019-06-17
93,집밥이좋다동래점,부산광역시 동래구 중앙대로 1393(롯데백화점 지하1층 온천동),35.21170859,129.0774768,좋음,HG190000561,부산광역시 동래구,2019-06-17
94,아딸허브,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점 센텀시티점 지하1층 푸드코트 일부)",35.16985471,129.1310752,좋음,HG190000565,부산광역시 해운대구,2019-06-17
95,(유)아웃백스테이크하우스코리아 덕천점,부산광역시 북구 만덕대로 30(미래빌딩 2층 덕천동),35.21066326,129.008479,매우우수,HG190000636,부산광역시 북구,2019-07-04
96,자니로켓 부산사이먼점,부산광역시 기장군 장안읍 정관로 1133(부산프리미엄아울렛 100동 2층 469호),35.32372898,129.2349491,우수,HG190000647,부산광역시 기장군,2019-07-04
97,경복궁 해운대점,부산광역시 해운대구 해운대로 743(정우빌딩 3~4층 중동),35.16714585,129.171356,매우우수,HG190000650,부산광역시 해운대구,2019-07-04
98,비알코리아(주) 던킨도너츠 기장정관점,부산광역시 기장군 정관읍 정관로 383(103호),35.33512773,129.1654623,매우우수,HG190000654,부산광역시 기장군,2019-07-04
99,명품식육식당,"부산광역시 강서구 신호산단1로 84(113~8호 신호동, 정우빌딩)",35.08156524,128.8726536,좋음,HG190000664,부산광역시 강서구,2019-07-05
100,롯데리아 남산정역,부산광역시 북구 만덕3로 21(지하층 101호 만덕동),35.21220734,129.0263678,좋음,HG190000751,부산광역시 북구,2019-07-16
101,카페드파리,부산광역시 중구 중앙대로 2(4층 중앙동7가),35.09830894,129.0367048,우수,HG190000780,부산광역시 중구,2019-07-18
102,이디야커피 동부산롯데몰점,부산광역시 기장군 기장읍 기장해안로 147(3층),35.19221051,129.2127825,매우우수,HG190000782,부산광역시 기장군,2019-07-18
103,티블랙 롯데백화점광복점,"부산광역시 중구 중앙대로 2(4층 중앙동7가, 외 110필지 롯데백화점)",35.09830894,129.0367048,좋음,HG190000793,부산광역시 중구,2019-07-18
104,오가다 롯데몰동부산점,부산광역시 기장군 기장읍 기장해안로 147(2층 D223호 롯데몰동부산점),35.19221051,129.2127825,좋음,HG190000799,부산광역시 기장군,2019-07-18
105,카페 아슬란,부산광역시 중구 중앙대로 2(롯데백화점광복점 지상 4층 중앙동7가),35.09830894,129.0367048,좋음,HG190000804,부산광역시 중구,2019-07-18
106,스테프핫도그,부산광역시 기장군 기장읍 기장해안로 147(2층 E206호 롯데몰동부산점),35.19221051,129.2127825,우수,HG190000809,부산광역시 기장군,2019-07-18
107,에이스북카페,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 3층),35.19221051,129.2127825,우수,HG190000812,부산광역시 기장군,2019-07-18
108,롬카페 롯데백화점광복점,"부산광역시 중구 중앙대로 2(5층 중앙동7가, 롯데백화점광복점 아쿠아몰)",35.09830894,129.0367048,매우우수,HG190000849,부산광역시 중구,2019-07-29
109,평창막국수,부산광역시 북구 덕천로 21(1층 구포동),35.20787968,129.0071925,좋음,HG190000860,부산광역시 북구,2019-07-30
110,덱스커피,부산광역시 동래구 사직로58번길 33-6(1~3층 사직동),35.19701911,129.0587574,우수,HG190000932,부산광역시 동래구,2019-08-21
111,곤국,부산광역시 남구 황령대로74번길 51-1(1층 문현동),35.14769882,129.0675554,우수,HG190000936,부산광역시 남구,2019-08-23
112,롱브레드 롯데몰동부산점,부산광역시 기장군 기장읍 기장해안로 147(1층 D119호 롯데몰동부산점),35.19221051,129.2127825,좋음,HG190000940,부산광역시 기장군,2019-08-23
113,달과6펜스,"부산광역시 동구 중앙대로226번길 7-2(초량동, 1층)",35.11692157,129.0421079,좋음,HG190000951,부산광역시 동구,2019-08-23
114,나뚜루팝,부산광역시 기장군 기장읍 기장해안로 147(3층 D304호 롯데몰동부산점),35.19221051,129.2127825,좋음,HG190000955,부산광역시 기장군,2019-08-23
115,바스키아(메가마트),부산광역시 동래구 충렬대로 197(명륜동),35.20454596,129.081138,우수,HG190000958,부산광역시 동래구,2019-08-23
116,어정(漁町),"부산광역시 동래구 사직로 8(301동 1층 101호 사직동, 사직역 삼정그린코아 더 베스트 1차)",35.19716029,129.0642388,좋음,HG190000964,부산광역시 동래구,2019-08-23
117,디스이즈비어,부산광역시 기장군 기장읍 기장해안로 268-32(힐튼11J동 1~2층),35.19839663,129.2285885,좋음,HG190000986,부산광역시 기장군,2019-08-29
118,카페스토리웨이,부산광역시 동구 중앙대로 206(초량동),35.11760826,129.0450567,좋음,HG190000987,부산광역시 동구,2019-08-29
119,파스쿠찌 부산역점,부산광역시 동구 중앙대로 206(2층 초량동),35.11760826,129.0450567,좋음,HG190001004,부산광역시 동구,2019-08-29
120,할리스커피,"부산광역시 동구 중앙대로 206(3층 초량동, 부산역사내)",35.11760826,129.0450567,좋음,HG190001016,부산광역시 동구,2019-08-29
121,샤브보트 롯데백화점광복점,부산광역시 중구 중앙대로 2(롯데백화점광복점 10층 중앙동7가),35.09830894,129.0367048,매우우수,HG190001037,부산광역시 중구,2019-09-04
122,(주)비엔씨제과 초량점,부산광역시 동구 중앙대로226번길 13-3(지하1~지상1층 초량동),35.11705431,129.0423948,좋음,HG190001123,부산광역시 동구,2019-09-24
123,(주)호면당 호면앤반 부산점,부산광역시 동구 범일로 125(범일동),35.14130573,129.0585722,좋음,HG190001124,부산광역시 동구,2019-09-24
124,환공어묵,부산광역시 동구 중앙대로 206(초량동),35.11760826,129.0450567,좋음,HG190001128,부산광역시 동구,2019-09-24
125,롯데푸드(주)롯데백화점 부산본점 밀크바,"부산광역시 부산진구 가야대로 772(지하1층 부전동, 롯데백화점)",35.15679253,129.0564133,매우우수,HG190001136,부산광역시 부산진구,2019-09-24
126,제이엠커피로스터스,부산광역시 기장군 기장읍 기장해안로 147(2층 A243호 롯데몰동부산점),35.19221051,129.2127825,우수,HG190001155,부산광역시 기장군,2019-09-24
127,아리아리닭강정,"부산광역시 동래구 중앙대로 1393(지하1층층 온천동, 롯데백화점)",35.21170859,129.0774768,우수,HG190001162,부산광역시 동래구,2019-09-24
128,(주)겐츠베이커리롯데백화점 동래점,부산광역시 동래구 중앙대로 1393(지하1층 온천동),35.21170859,129.0774768,우수,HG190001163,부산광역시 동래구,2019-09-24
129,내고향전통찻집,부산광역시 부산진구 서면문화로 8-4(부전동),35.15853547,129.0581042,좋음,HG190001167,부산광역시 부산진구,2019-09-24
130,폴바셋 롯데몰동부산점,부산광역시 기장군 기장읍 기장해안로 147(1층 A128호 롯데몰동부산점),35.19221051,129.2127825,좋음,HG190001171,부산광역시 기장군,2019-09-24
131,인얼스커피,"부산광역시 동구 범일로 125(범일동, 현대백화점내 지하2층)",35.14130573,129.0585722,좋음,HG190001172,부산광역시 동구,2019-09-24
132,밀탑 부산점,"부산광역시 동구 범일로 125(범일동,,9층일부)",35.14130573,129.0585722,좋음,HG190001173,부산광역시 동구,2019-09-24
133,(주)비엔씨제과부산역점,부산광역시 동구 중앙대로 206(초량동),35.11760826,129.0450567,좋음,HG190001177,부산광역시 동구,2019-09-24
134,앤티앤스,"부산광역시 동래구 중앙대로 1393(8층 온천동, 롯데백화점내)",35.21170859,129.0774768,우수,HG190001199,부산광역시 동래구,2019-09-24
135,자연담은밥상,"부산광역시 동래구 중앙대로 1393(온천동, 롯데백화점 8층)",35.21170859,129.0774768,우수,HG190001200,부산광역시 동래구,2019-09-24
136,상하목장 롯데몰동부산점,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 2층 E209호),35.19221051,129.2127825,좋음,HG190001209,부산광역시 기장군,2019-09-24
137,메이루,"부산광역시 동구 범일로 125(지하2층호 범일동, 현대백화점)",35.14130573,129.0585722,좋음,HG190001210,부산광역시 동구,2019-09-24
138,삼진어묵(주) 부산역광장,부산광역시 동구 중앙대로214번길 7(초량동),35.11617099,129.0413414,매우우수,HG190001214,부산광역시 동구,2019-09-24
139,본죽비빔밥,"부산광역시 동구 중앙대로 206(초량동,4층)",35.11760826,129.0450567,좋음,HG190001215,부산광역시 동구,2019-09-24
140,카페게더 롯데동래점,"부산광역시 동래구 중앙대로 1393(온천동, 롯데백화점 동래점 8층)",35.21170859,129.0774768,우수,HG190001230,부산광역시 동래구,2019-09-24
141,전주선비빔,"부산광역시 동구 범일로 125(지하2층 범일동, 현대백화점)",35.14130573,129.0585722,좋음,HG190001237,부산광역시 동구,2019-09-24
142,맛나감자탕 봉래점,"부산광역시 영도구 대교로6번길 33(2층 201호일부, 202호 봉래동3가, 오양대교맨션)",35.09457087,129.0447733,매우우수,HG190001370,부산광역시 영도구,2019-10-22
143,(주)멕시카나 안락점,부산광역시 동래구 충렬대로428번길 49(안락동),35.19384488,129.1052522,좋음,HG190001371,부산광역시 동래구,2019-10-22
144,바이수카롱,부산광역시 동래구 사직북로57번가길 18(1층 사직동),35.19772146,129.0578112,좋음,HG190001379,부산광역시 동래구,2019-10-22
145,장안(울산) 휴게소 놀부부대찌개,부산광역시 기장군 장안읍 동해고속도로 26(장안휴게소상행 1층),35.38287214,129.2483977,우수,HG190001386,부산광역시 기장군,2019-10-23
146,주식회사에이치앤디이 장안울산휴게소,부산광역시 기장군 장안읍 동해고속도로 26,35.38287214,129.2483977,우수,HG190001388,부산광역시 기장군,2019-10-23
147,라메르(lamer),부산광역시 기장군 기장읍 기장해안로 268-31(지하1층),35.20016015,129.2289006,매우우수,HG190001389,부산광역시 기장군,2019-10-23
148,스타벅스 해운대달맞이점,"부산광역시 해운대구 달맞이길 189(중동, 달맞이타워  지하1층, 지상1층)",35.15791746,129.1822981,매우우수,HG190001483,부산광역시 해운대구,2019-11-01
149,스타벅스 자갈치역점,"부산광역시 중구 구덕로 54-1(1,2층 남포동5가)",35.09837766,129.0297081,매우우수,HG190001490,부산광역시 중구,2019-11-01
150,씨제이프레시웨이(주) 아르피나점,"부산광역시 해운대구 해운대해변로 35(우동, 부산유스호스텔 아르피나 지상1층)",35.16463164,129.1382364,매우우수,HG190001495,부산광역시 해운대구,2019-11-01
151,스타벅스 부산송정비치점,"부산광역시 해운대구 송정동 297-31 지상 1,2층",35.18072391,129.2022587,매우우수,HG190001509,부산광역시 해운대구,2019-11-01
152,스타벅스커피부산중앙역점,부산광역시 중구 중앙대로81번길 2(1층 중앙동4가),35.10514834,129.035914,매우우수,HG190001516,부산광역시 중구,2019-11-01
153,스타벅스 부산광복로R,부산광역시 중구 광복중앙로 8-2(광복동3가),35.10009426,129.031364,매우우수,HG190001534,부산광역시 중구,2019-11-01
154,더파티프리미엄,"부산광역시 해운대구 해운대해변로298번길 24(중동, 팔레드시즈 B1-1호)",35.16019728,129.1665805,매우우수,HG190001591,부산광역시 해운대구,2019-11-11
155,스타벅스 해운대달맞이 DT점,"부산광역시 해운대구 달맞이길 57(중동, 1.2.3층)",35.16141886,129.170758,매우우수,HG190001598,부산광역시 해운대구,2019-11-11
156,스타벅스 사상주례DT점,부산광역시 사상구 백양대로 520(1-2층 주례동),35.15486107,128.9961329,매우우수,HG190001611,부산광역시 사상구,2019-11-11
157,스타벅스 센텀KNN점,부산광역시 해운대구 센텀서로 30(우동),35.17206069,129.1284382,매우우수,HG190001612,부산광역시 해운대구,2019-11-11
158,다카라함바그,"부산광역시 동래구 중앙대로 1393(지하1층 온천동, 롯데백화점)",35.21170859,129.0774768,매우우수,HG190001614,부산광역시 동래구,2019-11-11
159,팔공티롯데동래점,부산광역시 동래구 중앙대로 1393(롯데백화점 지하1층 온천동),35.21170859,129.0774768,매우우수,HG190001625,부산광역시 동래구,2019-11-11
